Address,address,buy_1h,buy_1h_change_percent,buy_24h,buy_24h_change_percent,buy_2h,buy_2h_change_percent,buy_30m,buy_30m_change_percent,buy_4h,buy_4h_change_percent,buy_8h,buy_8h_change_percent,buy_history_1h,buy_history_24h,buy_history_2h,buy_history_30m,buy_history_4h,buy_history_8h,history_12h_price,history_1h_price,history_24h_price,history_2h_price,history_30m_price,history_4h_price,history_6h_price,history_8h_price,holder,last_trade_human_time,last_trade_unix_time,market,price,price_change_12h_percent,price_change_1h_percent,price_change_24h_percent,price_change_2h_percent,price_change_30m_percent,price_change_4h_percent,price_change_6h_percent,price_change_8h_percent,sell_1h,sell_1h_change_percent,sell_24h,sell_24h_change_percent,sell_2h,sell_2h_change_percent,sell_30m,sell_30m_change_percent,sell_4h,sell_4h_change_percent,sell_8h,sell_8h_change_percent,sell_history_1h,sell_history_24h,sell_history_2h,sell_history_30m,sell_history_4h,sell_history_8h,trade_1h,trade_1h_change_percent,trade_24h,trade_24h_change_percent,trade_2h,trade_2h_change_percent,trade_30m,trade_30m_change_percent,trade_4h,trade_4h_change_percent,trade_8h,trade_8h_change_percent,trade_history_1h,trade_history_24h,trade_history_2h,trade_history_30m,trade_history_4h,trade_history_8h,unique_wallet_1h,unique_wallet_1h_change_percent,unique_wallet_24h,unique_wallet_24h_change_percent,unique_wallet_2h,unique_wallet_2h_change_percent,unique_wallet_30m,unique_wallet_30m_change_percent,unique_wallet_4h,unique_wallet_4h_change_percent,unique_wallet_8h,unique_wallet_8h_change_percent,unique_wallet_history_1h,unique_wallet_history_24h,unique_wallet_history_2h,unique_wallet_history_30m,unique_wallet_history_4h,unique_wallet_history_8h,volume_1h,volume_1h_change_percent,volume_1h_usd,volume_24h,volume_24h_change_percent,volume_24h_usd,volume_2h,volume_2h_change_percent,volume_2h_usd,volume_30m,volume_30m_change_percent,volume_30m_usd,volume_4h,volume_4h_change_percent,volume_4h_usd,volume_8h,volume_8h_change_percent,volume_8h_usd,volume_buy_1h,volume_buy_1h_change_percent,volume_buy_1h_usd,volume_buy_24h,volume_buy_24h_change_percent,volume_buy_24h_usd,volume_buy_2h,volume_buy_2h_change_percent,volume_buy_2h_usd,volume_buy_30m,volume_buy_30m_change_percent,volume_buy_30m_usd,volume_buy_4h,volume_buy_4h_change_percent,volume_buy_4h_usd,volume_buy_8h,volume_buy_8h_change_percent,volume_buy_8h_usd,volume_buy_history_1h,volume_buy_history_1h_usd,volume_buy_history_24h,volume_buy_history_24h_usd,volume_buy_history_2h,volume_buy_history_2h_usd,volume_buy_history_30m,volume_buy_history_30m_usd,volume_buy_history_4h,volume_buy_history_4h_usd,volume_buy_history_8h,volume_buy_history_8h_usd,volume_history_1h,volume_history_1h_usd,volume_history_24h,volume_history_24h_usd,volume_history_2h,volume_history_2h_usd,volume_history_30m,volume_history_30m_usd,volume_history_4h,volume_history_4h_usd,volume_history_8h,volume_history_8h_usd,volume_sell_1h,volume_sell_1h_change_percent,volume_sell_1h_usd,volume_sell_24h,volume_sell_24h_change_percent,volume_sell_24h_usd,volume_sell_2h,volume_sell_2h_change_percent,volume_sell_2h_usd,volume_sell_30m,volume_sell_30m_change_percent,volume_sell_30m_usd,volume_sell_4h,volume_sell_4h_change_percent,volume_sell_4h_usd,volume_sell_8h,volume_sell_8h_change_percent,volume_sell_8h_usd,volume_sell_history_1h,volume_sell_history_1h_usd,volume_sell_history_24h,volume_sell_history_24h_usd,volume_sell_history_2h,volume_sell_history_2h_usd,volume_sell_history_30m,volume_sell_history_30m_usd,volume_sell_history_4h,volume_sell_history_4h_usd,volume_sell_history_8h,volume_sell_history_8h_usd,liquidityAddedAt,Address,Price,Liquidity,Total Supply,Market Cap,Circulating Supply,Circulating Market Cap,RugCheck_Score,Risk_Status
GxGgm5cr9cSPE3bt6i6CuEjEVYeWxasEwuwzEgGGpump,GxGgm5cr9cSPE3bt6i6CuEjEVYeWxasEwuwzEgGGpump,2239,-51.82874354561101,40081,,6887,-51.595445600224906,1121,0.26833631484794274,21107,11.312097879970468,40078,,4648,0,14228,1118,18962,0,2.264613968745688e-05,0.001106893628305583,2.264613968745688e-05,0.002998838222533182,0.0013114607838927161,0.002966387910276485,2.264613968745688e-05,2.264613968745688e-05,9871,2024-11-29T01:46:14,1732844774,8,0.0012180049856897063,5903.317116153202,22.82296557133455,5903.317116153202,-54.66512432082291,3.6645240713714946,-54.16919091076168,5903.317116153202,5903.317116153202,1827,-56.05003608371422,26916,,5984,-45.045458719808984,908,-1.1969532100108813,16875,68.228491675805,26914,,4157,0,10889,919,10031,0,4066,-53.82169222032935,66997,,12871,-48.75582274953219,2029,-0.39273441335297005,37982,31.004035456834405,66992,,8805,0,25117,2037,28993,0,2134,-42.72678475577026,19758,,5141,-52.40255531895195,1204,-2.824858757062147,13670,20.398097586753565,19758,,3726,0,10801,1239,11354,0,609474509.5178022,-59.558548134667845,694064.1866763667,14673994281.466085,,21571971.06041802,2116528488.5572362,3.724205488486737,2997025.5096512455,304085089.02043796,-0.42710434264511804,309142.3966719544,4156565938.6949663,-60.45690121591557,9488865.215736635,14673333713.194103,,21571102.912178867,312056158.0697594,-57.39244005636386,356298.33800111123,7793803322.025319,,10820424.365174448,1044452377.1505289,3.046787225838848,1474921.4999557014,157388927.95027965,1.7597120144322107,161178.8950599347,2057635177.3901582,-64.11209133079102,4712108.959484185,7793251779.331054,,10819698.649883933,732396219.0807598,1118623.1619545799,0,0,1013571024.6467867,3238431.464554529,154667230.1194777,195119.44294118165,5733505388.558802,6104777.311716956,0,0,1507053979.0394256,2302961.3229748826,0,0,2040534780.2757268,6493679.925385105,305389420.49736094,384921.7900044131,10511482575.98853,12075222.470575057,0,0,297418351.4480428,-61.6064839440952,337765.84867525543,6880190959.440766,,10751546.695243573,1072076111.4067072,4.392789475821293,1522104.009695544,146696161.0701583,-2.6711589697781664,147963.5016120197,2098930761.3048084,-56.07072451440666,4776756.256252449,6880081933.863049,,10751404.262294931,774657759.9586658,1184338.1610203027,0,0,1026963755.62894,3255248.4608305763,150722190.37788326,189802.3470632315,4777977187.429727,5970445.158858101,0,0,2024-11-28 20:28:33,GxGgm5cr9cSPE3bt6i6CuEjEVYeWxasEwuwzEgGGpump,0.0012180049856897063,177206.9354650767,999999736.416328,1218004.6646434795,999999736.416328,1218004.6646434795,400,LOW RISK
