Address,Error,liquidityAddedAt,Price,Liquidity,Total Supply,Market Cap,Circulating Supply,Circulating Market Cap
AMwLD8S6yo55BHYQeGGre1WJtkpssSjzYmgo2vdGq8Zn,,2024-10-27 04:59:32,0.0006788888168046565,123883.0101465311,1000000000.0,678888.8168046564,1000000000.0,678888.8168046564
94ASVkZkrkt9K2NKKEuyvWiPQGnkNsKQAqYNrAWx72if,,2024-10-27 04:07:30,0.00030180318228835017,51722.896020250395,1000000000.0,301803.1822883502,1000000000.0,301803.1822883502
6pQ5UgpPP5Ny1vfoxRRWVuFvkXAfNH5QgdWN975Sovc,,2024-10-27 03:43:07,0.0003352758703267063,56384.93072453243,1000000000.0,335275.8703267063,1000000000.0,335275.8703267063
5ULDXfva7noqKU8D2E3fHC7fkgncm6dAHEUfLrDZ3mjE,,2024-10-27 03:05:54,0.00022584510055353516,77789.82213733702,1000000000.0,225845.10055353516,1000000000.0,225845.10055353516
hf8aYwMK2cYv7t4uUhUAqpdwTS3sja2z9RJMQZ2pump,,2024-10-27 02:50:45,0.0022858765634610496,223794.28261922547,999999999.377702,2285876.562038553,999999999.377702,2285876.562038553
G1pKojoCJopPDVMMLUowsyXTaPzKPnBfNWQhraqvpump,,2024-10-27 02:11:37,0.0002512779189029209,57978.48870140744,999999299.562787,251277.7428985157,999999299.562787,251277.7428985157
EZDW15KWEhT5e61LSjAWSkhNKKWAuxBAHqEjw4qahmtj,,2024-10-27 01:45:05,0.0006793318561479078,31356.49035284611,1100000000.0,747265.0417626986,1100000000.0,747265.0417626986
aLaZ7pqNznDjDUw6D15r4VCmogF8cKtYTaKaUGipump,,2024-10-27 01:34:08,0.0004903891386576612,84396.49854254194,999985846.047566,490382.19771311857,999985846.047566,490382.19771311857
Dvmw8Nq6SRoxFWP36PWRycuY8NfT7qHHGa7k3wPTbWWD,,2024-10-27 01:02:01,0.0002965869163565077,67022.65797063781,950001707.046966,281758.076826478,950001707.046966,281758.076826478
4qe5LzsmEJwr2rusq2Q4tvtEB1wdtpH6CokuCmAKpump,,2024-10-27 01:01:10,0.00035420939512818676,94874.14154574867,999986792.15103,354204.71678399213,999986792.15103,354204.71678399213
HHLT4ZYxyCVMpRn8dve35fqhnxj4KAcG8bEjBMeePn7g,,2024-10-27 00:52:03,3.64853121617908e-05,273211.9219361945,7500000000.0,273639.84121343103,7500000000.0,273639.84121343103
DEGRZALfkV1KAPbV82Xb5hjsZYvwS6VAmGG1KSbc3KAv,,2024-10-26 23:27:00,0.000695776118838902,109086.70988133163,999998545.7424941,695775.1070012588,999998545.7424941,695775.1070012588
7rRfJ5tdUjFPCWZRyYM7UNnfrpK1dqwzfpMYDknspump,,2024-10-26 23:09:42,0.0025924646593185833,161671.81487506954,999999999.343372,2592464.657616298,999999999.343372,2592464.657616298
2TobzM4NNpEvyVAEpFC8AkxJGBHz8fFgMksK1gBy5dub,,2024-10-26 21:39:52,0.0010910499287580297,153973.02352269975,999999654.97048,1091049.5523135965,999999654.97048,1091049.5523135965
9EeRJ2h9L7vDBHPadknm9UY3TBBfFxb4qQzC8T8qQMg6,,2024-10-26 21:04:46,0.0007846070783218116,35338.90394383193,1000000000.0,784607.0783218116,1000000000.0,784607.0783218116
