datetime,address,c,h,l,o,type,v
2024-10-26 05:00:00,784VBrpFx9oSVZBuJaLWemmK55SMZEhLzZYjiMG9pump,7.122586171305796e-05,8.572950840632554e-05,4.323464847844292e-05,6.438241739907192e-05,1H,890927188.6652923
2024-10-26 06:00:00,784VBrpFx9oSVZBuJaLWemmK55SMZEhLzZYjiMG9pump,0.0003189092663630704,0.0004049749418122329,3.156394744525056e-05,7.122586171305796e-05,1H,5485416280.343232
2024-10-26 07:00:00,784VBrpFx9oSVZBuJaLWemmK55SMZEhLzZYjiMG9pump,0.0002571715448885496,0.0005037271101555008,0.00013909749421610278,0.0003189092663630704,1H,1921372804.2080295
2024-10-26 08:00:00,784VBrpFx9oSVZBuJaLWemmK55SMZEhLzZYjiMG9pump,0.00023989849902806472,0.00031827558348272847,0.00017428429565921375,0.0002571715448885496,1H,486327122.1627516
2024-10-26 09:00:00,784VBrpFx9oSVZBuJaLWemmK55SMZEhLzZYjiMG9pump,0.00030726625435403745,0.00033573290422478103,0.00018938585630654217,0.00023989849902806472,1H,248452477.48272482
