Address,Error,liquidityAddedAt,Price,Liquidity,Total Supply,Market Cap,Circulating Supply,Circulating Market Cap
kB9CYi4oc95JeU26vpZBdYWYrmFjmTdzfaBys4Npump,,2024-10-27 16:47:26,0.0010147113212529,269077.1986413472,206900000.0,209943.77236722503,206900000.0,209943.77236722503
8iVqArWKH4jEPhfS7FngzUvandJPQmmsJ3CCenAy2Lx3,,2024-10-27 16:46:01,0.0012710841072437573,131778.7346730521,1000000000.0,1271084.1072437572,1000000000.0,1271084.1072437572
CMLmpK94TjoVNDJKbyxwkyz4ZaUHGmw1V9aSNhnM4Ker,,2024-10-27 16:38:26,0.0021941820143620665,52442.52574809172,1000000000.0,2194182.0143620665,1000000000.0,2194182.0143620665
BGh9nwozXW4Xm9wPgHje5GVTgrZJw8MBsSCJ4R4Qpump,,2024-10-27 16:36:06,0.0007593035759992407,111736.06268382874,1000000000.0,759303.5759992407,1000000000.0,759303.5759992407
7mXS2yjUCCzed8vAS71a8XGhre2d3hFCQbSnFx6Fpump,,2024-10-27 16:32:05,0.00033490316863816984,68929.33154353939,1000000000.0,334903.1686381698,1000000000.0,334903.1686381698
EKa3nYkVXt23TjPZoiL87ABLShFex4LgGqCFxbxx2191,,2024-10-27 16:30:24,0.0002842319243380214,46101.53193644159,1000000000.0,284231.92433802143,1000000000.0,284231.92433802143
FCwAot3n4CjTqH1mo21jvjW2VJpqb5GP93v5oNMYM1Yx,,2024-10-27 16:14:31,0.0005764460451656783,120076.52637343283,1000000000.0,576446.0451656783,1000000000.0,576446.0451656783
HLs2qtmwFkM3Reob1XC8bjnuQnHek1rAVgNUW76dMG7L,,2024-10-27 15:57:50,0.0003319959892495528,45542.692652080164,1000000000.0,331995.9892495528,1000000000.0,331995.9892495528
B7hx74SWaVF5wVDiFhxRPzR4iVP4tcxqUNf9SNb6pump,,2024-10-27 15:32:09,0.001375032217175062,134753.37496016937,942454545.454545,1295905.3632230782,942454545.454545,1295905.3632230782
321tt4d8ZCGAdUB9PdB2cMtEL3uaJV4MaCzY2pTQpump,,2024-10-27 15:25:36,0.0011539742469408511,184427.25762594288,955434503.850197,1102546.8120818369,955434503.850197,1102546.8120818369
DtWz93pDUZe5cYqBFmZjXq1wzZqZPygCeox5d3ajpump,,2024-10-27 15:18:03,0.0004119225654970143,71007.7486220265,999999999.132204,411922.56513954955,999999999.132204,411922.56513954955
