Address,Error,liquidityAddedAt,Price,Liquidity,Total Supply,Market Cap,Circulating Supply,Circulating Market Cap
k3aXNdZ9fn73xWwCSunNARM3UzNvkmpSLTnUshxpump,,2024-10-27 16:36:27,0.0010720524912855602,266144.6929190929,206900000.0,221807.6604469824,206900000.0,221807.6604469824
BGh9nwozXW4Xm9wPgHje5GVTgrZJw8MBsSCJ4R4Qpump,,2024-10-27 16:36:06,0.0016525585163343966,132709.03610815835,1000000000.0,1652558.5163343966,1000000000.0,1652558.5163343966
7mXS2yjUCCzed8vAS71a8XGhre2d3hFCQbSnFx6Fpump,,2024-10-27 16:32:05,0.00026368066627628607,61518.188135189404,1000000000.0,263680.66627628607,1000000000.0,263680.66627628607
CN7t4Xxw2RSzEXpyYaG54fi5gKpdd9NTEw61biUW767y,,2024-10-27 16:26:42,0.00028276028328561633,109285.63163024261,953321767.2820843,269561.53297902655,953321767.2820843,269561.53297902655
FCwAot3n4CjTqH1mo21jvjW2VJpqb5GP93v5oNMYM1Yx,,2024-10-27 16:14:31,0.0004900747949893102,110061.94679704035,1000000000.0,490074.7949893102,1000000000.0,490074.7949893102
HLs2qtmwFkM3Reob1XC8bjnuQnHek1rAVgNUW76dMG7L,,2024-10-27 15:57:50,0.0004821126142710535,50130.951426545595,1000000000.0,482112.6142710535,1000000000.0,482112.6142710535
B7hx74SWaVF5wVDiFhxRPzR4iVP4tcxqUNf9SNb6pump,,2024-10-27 15:32:09,0.000899135029456912,113082.6162746724,942454545.454545,847393.8954890729,942454545.454545,847393.8954890729
321tt4d8ZCGAdUB9PdB2cMtEL3uaJV4MaCzY2pTQpump,,2024-10-27 15:25:36,0.0012820807490781304,199803.24591302505,955434503.850197,1224944.1843913523,955434503.850197,1224944.1843913523
AU61hBV8tQfbHsrvSVZ8NV9sy1yZZFD7SXVRtay4Av7u,,2024-10-27 15:19:48,0.0003583110355923148,161515.84915342776,10000000000.0,3583110.355923148,10000000000.0,3583110.355923148
DtWz93pDUZe5cYqBFmZjXq1wzZqZPygCeox5d3ajpump,,2024-10-27 15:18:03,0.0003421391184844011,66182.55167598318,999999999.132204,342139.11818749417,999999999.132204,342139.11818749417
J6BJvFQ89ZWz67t2Jyz6Q1vHHcLAfpLU36BvHWSpK3Rr,,2024-10-27 14:59:23,0.003839127376057323,290045.5749043857,1000000000.0,3839127.376057323,1000000000.0,3839127.376057323
AMVrpkM6SL91DsNoeQSKoCBuczva1igUtAXCJ8C1Edac,,2024-10-27 14:47:15,0.004850108730364286,294690.5595050645,1000000000.0,4850108.730364286,1000000000.0,4850108.730364286
