datetime,address,c,h,l,o,type,v,token,timestamp
2024-10-17 10:45:00,13DB6vz6AVBnPkQdA4GbRTTGtpiZutbM47N1arKhpump,0.00012656382599275827,0.00044159262286665017,5.259351402169062e-05,6.871398147628931e-05,15m,1977576494.2055323,13DB6vz6AVBnPkQdA4GbRTTGtpiZutbM47N1arKhpump,2024-10-17 10:45:00
2024-10-17 11:00:00,13DB6vz6AVBnPkQdA4GbRTTGtpiZutbM47N1arKhpump,0.00027700189984972915,0.00034460809565083875,0.00010103190743843604,0.00012656382599275827,15m,736956994.3908905,13DB6vz6AVBnPkQdA4GbRTTGtpiZutbM47N1arKhpump,2024-10-17 11:00:00
2024-10-17 11:15:00,13DB6vz6AVBnPkQdA4GbRTTGtpiZutbM47N1arKhpump,0.0001877963825012536,0.0003359505065222913,0.00012179277635421258,0.00027700189984972915,15m,639323962.1505883,13DB6vz6AVBnPkQdA4GbRTTGtpiZutbM47N1arKhpump,2024-10-17 11:15:00
2024-10-17 11:30:00,13DB6vz6AVBnPkQdA4GbRTTGtpiZutbM47N1arKhpump,0.00020301649530746603,0.00028477743877458237,0.00014833375622078543,0.0001877963825012536,15m,480378513.6987366,13DB6vz6AVBnPkQdA4GbRTTGtpiZutbM47N1arKhpump,2024-10-17 11:30:00
2024-10-17 11:45:00,13DB6vz6AVBnPkQdA4GbRTTGtpiZutbM47N1arKhpump,0.00023766323380754062,0.0002945825210844407,0.00016977123058865525,0.00020301649530746603,15m,467504176.42374223,13DB6vz6AVBnPkQdA4GbRTTGtpiZutbM47N1arKhpump,2024-10-17 11:45:00
2024-10-17 12:00:00,13DB6vz6AVBnPkQdA4GbRTTGtpiZutbM47N1arKhpump,0.00020368152457978485,0.00028357790457737316,0.00019068190509377936,0.00023766323380754062,15m,241736791.6660649,13DB6vz6AVBnPkQdA4GbRTTGtpiZutbM47N1arKhpump,2024-10-17 12:00:00
2024-10-17 12:15:00,13DB6vz6AVBnPkQdA4GbRTTGtpiZutbM47N1arKhpump,0.00024900348989477354,0.0003039685139205241,0.00017654391105707793,0.00020368152457978485,15m,252127347.54754305,13DB6vz6AVBnPkQdA4GbRTTGtpiZutbM47N1arKhpump,2024-10-17 12:15:00
2024-10-17 12:30:00,13DB6vz6AVBnPkQdA4GbRTTGtpiZutbM47N1arKhpump,0.0005172438139680942,0.0005659742972801594,0.00024900348989477354,0.00024900348989477354,15m,398260726.5395616,13DB6vz6AVBnPkQdA4GbRTTGtpiZutbM47N1arKhpump,2024-10-17 12:30:00
2024-10-17 12:45:00,13DB6vz6AVBnPkQdA4GbRTTGtpiZutbM47N1arKhpump,0.0006489960554906243,0.0009493540515900119,0.0004751233905124172,0.0005172438139680942,15m,628644377.2113758,13DB6vz6AVBnPkQdA4GbRTTGtpiZutbM47N1arKhpump,2024-10-17 12:45:00
2024-10-17 13:00:00,13DB6vz6AVBnPkQdA4GbRTTGtpiZutbM47N1arKhpump,0.0006581688553434794,0.0008729059797224076,0.0005946399874329663,0.0006489960554906243,15m,238417605.62215218,13DB6vz6AVBnPkQdA4GbRTTGtpiZutbM47N1arKhpump,2024-10-17 13:00:00
