total_tokens,avg_time_to_5x,median_time_to_5x,avg_volume_ratio,median_volume_ratio,avg_liquidity,median_liquidity,avg_holders,median_holders
32,330.15625,25.0,3.463993753782338,1.9425772640135595,305.63093749999996,267.58500000000004,1988.9375,368.5
