Address,Error,liquidityAddedAt,Price,Liquidity,Total Supply,Market Cap,Circulating Supply,Circulating Market Cap
6V5naUSamJPiiwmYR1jw8qXZnAm5MCP5csFVDQyhkSQc,,2024-10-27 21:18:00,0.0004792674745693814,70423.057595388,999999997.992568,479267.47360728454,999999997.992568,479267.47360728454
HESBpQwwy2iVvLPw7kJfi3yjLRUKb1bRq4P3pGLP22VC,,2024-10-27 21:00:36,0.00027981377182513246,48867.292111960385,1000000000.0,279813.7718251325,1000000000.0,279813.7718251325
2R9ZELvagkmWap97LS3pAmtFGmrKjApQGGBCA7ABpump,,2024-10-27 20:52:20,0.0002212634401786826,42119.78512300245,1000000000.0,221263.4401786826,1000000000.0,221263.4401786826
C9h655wxdHzPajsd7F3Rq7WP2gBJo7BgS2hBdga1wS8,,2024-10-27 20:51:00,0.0007547764677485983,122250.10122694139,1000000000.0,754776.4677485983,1000000000.0,754776.4677485983
GJLfHfzpBuEYmmD9Nb2DxKhyrWnyUzvSsmrtp3qNeVCj,,2024-10-27 20:41:20,0.0004659107822636767,74428.14850996762,1000000000.0,465910.7822636767,1000000000.0,465910.7822636767
Fndh8yY8FEZCEUobzu7jU918FD5dF69SksgeRW16LyNR,,2024-10-27 20:40:06,0.000868293690571739,136001.33881064248,1000000000.0,868293.690571739,1000000000.0,868293.690571739
81AczwPQVrbDoaa18fsZadPQxgPeUWydzLnyQPCEW2fp,,2024-10-27 20:28:32,0.0003124649338010879,79667.58546789543,1000000000.0,312464.9338010879,1000000000.0,312464.9338010879
Bc2hjM8oYRkkedGLeHcpCUHWBSiG6hoB1JnLjt7iJi5n,,2024-10-27 20:26:04,0.0002957407934297628,63255.15239090785,1000000000.0,295740.7934297628,1000000000.0,295740.7934297628
8r8xXP3eHgn19HYRX9Qe2AzSaSXrWCj6URAmFpvUpump,,2024-10-27 19:55:51,0.0007958297676845543,80984.17421974523,999999694.206215,795829.5243247575,999999694.206215,795829.5243247575
BsD5k5NZPqRyhZZiZfEWHXcnNDa5y3TUU4Wxvhopump,,2024-10-27 18:06:35,0.0007566619880726008,98241.93807154085,1000000000.0,756661.9880726008,1000000000.0,756661.9880726008
