Address,Error,liquidityAddedAt,Price,Liquidity,Total Supply,Market Cap,Circulating Supply,Circulating Market Cap
766UU1TsBcFqysFAdnrdiD4TT4cViURXS4DyWD5oiHr1,,2024-10-27 12:05:01,0.0004070650959126165,89393.79743686685,1000000000.0,407065.0959126165,1000000000.0,407065.0959126165
