,address,c,h,l,o,type,v,token,timestamp
7,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,0.000115232009204647,0.00012704974690939418,4.6487740909108416e-05,7.045427942250056e-05,15m,816122769.2176756,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,1970-01-01 00:00:07
8,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,5.393678716764762e-05,0.001363838987652106,2.472979860243483e-05,0.000115232009204647,15m,5436956745.018914,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,1970-01-01 00:00:08
9,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,0.00015252593433914808,0.00017837637213239838,5.393678716764762e-05,5.393678716764762e-05,15m,1706243001.6059039,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,1970-01-01 00:00:09
10,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,3.5555098146579494e-05,0.00015767287503885288,3.0531318071927666e-05,0.00015252593433914808,15m,1571585320.0701787,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,1970-01-01 00:00:10
11,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,1.208007813243114e-05,4.070640426237222e-05,1.208007813243114e-05,3.5555098146579494e-05,15m,1305923698.5948281,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,1970-01-01 00:00:11
12,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,1.3620865708592691e-05,1.9148157201302103e-05,1.1168254548467808e-05,1.208007813243114e-05,15m,554023003.825851,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,1970-01-01 00:00:12
13,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,1.4073022000641986e-05,2.0498925281477284e-05,1.1371724449885428e-05,1.3620865708592691e-05,15m,417034714.898736,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,1970-01-01 00:00:13
14,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,1.3465947785847735e-05,1.4073022000641986e-05,1.0532900608358333e-05,1.4073022000641986e-05,15m,146130461.40921348,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,1970-01-01 00:00:14
15,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,1.0552527976114075e-05,1.3465947785847735e-05,1.0552527976114075e-05,1.3465947785847735e-05,15m,67762045.214988,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,1970-01-01 00:00:15
16,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,8.324213030763933e-06,1.0938995163798331e-05,8.086060712688944e-06,1.0552527976114075e-05,15m,145351222.03085098,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,1970-01-01 00:00:16
17,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,7.870850077315464e-06,9.338543174538604e-06,7.870850077315464e-06,8.324213030763933e-06,15m,79312143.42877302,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,1970-01-01 00:00:17
18,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,7.186428794837718e-06,7.870850077315464e-06,7.1471979572131584e-06,7.870850077315464e-06,15m,80425425.52161199,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,1970-01-01 00:00:18
19,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,6.239036490691732e-06,7.409224656615732e-06,6.239036490691732e-06,7.186428794837718e-06,15m,74375686.49860801,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,1970-01-01 00:00:19
20,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,6.728484532371916e-06,6.728484532371916e-06,6.157414784088952e-06,6.239036490691732e-06,15m,27734409.247875,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,1970-01-01 00:00:20
21,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,8.11870092606303e-06,8.414118584983499e-06,6.728484532371916e-06,6.728484532371916e-06,15m,79665966.840535,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,1970-01-01 00:00:21
22,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,8.090859519501224e-06,8.11870092606303e-06,8.03204672542207e-06,8.11870092606303e-06,15m,7492649.011717,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,1970-01-01 00:00:22
23,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,6.748904525391658e-06,8.090859519501224e-06,6.7108035247281255e-06,8.090859519501224e-06,15m,68157506.78660999,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,1970-01-01 00:00:23
24,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,6.748904525391658e-06,6.748904525391658e-06,6.748904525391658e-06,6.748904525391658e-06,15m,0.0,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,1970-01-01 00:00:24
25,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,6.749700967977257e-06,6.786989527935332e-06,6.748904525391658e-06,6.748904525391658e-06,15m,1303152.2585689998,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,1970-01-01 00:00:25
26,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,6.686816672203644e-06,6.763937282597359e-06,6.686816672203644e-06,6.749700967977257e-06,15m,3225842.282446,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,1970-01-01 00:00:26
27,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,6.511264989607384e-06,6.686816672203644e-06,6.511264989607384e-06,6.686816672203644e-06,15m,8239812.568185,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,1970-01-01 00:00:27
28,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,6.45107183290539e-06,6.511264989607384e-06,6.45107183290539e-06,6.511264989607384e-06,15m,1330641.297812,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,1970-01-01 00:00:28
29,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,6.390017479166062e-06,6.454954586913871e-06,6.390017479166062e-06,6.45107183290539e-06,15m,8435168.959778,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,1970-01-01 00:00:29
30,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,6.261380684512966e-06,6.390017479166062e-06,6.261380684512966e-06,6.390017479166062e-06,15m,7020663.944298,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,1970-01-01 00:00:30
31,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,6.279280562175527e-06,6.280054255989016e-06,6.224741954881097e-06,6.261380684512966e-06,15m,5049545.429933,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,1970-01-01 00:00:31
32,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,6.235854475436516e-06,6.279280562175527e-06,6.235854475436516e-06,6.279280562175527e-06,15m,3427836.624536,54Ah6XTV7n27SuFa2sqyz7DSoRmVmFTbB6wbuzqPpump,1970-01-01 00:00:32
