datetime,address,c,h,l,o,type,v,token,timestamp
2024-11-15 01:00:00,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,0.0004002860612351362,0.0007642095963946926,9.500970624498567e-05,9.500970624498567e-05,15m,576716372.733832,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,2024-11-15 01:00:00
2024-11-15 01:15:00,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,0.00010505071837055296,0.0009969732984068498,4.504396507125216e-05,0.0004002860612351362,15m,3166809102.759252,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,2024-11-15 01:15:00
2024-11-15 01:30:00,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,0.00024701788144799796,0.0003519116556066246,6.56418689553503e-05,0.00010505071837055296,15m,990132820.5869062,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,2024-11-15 01:30:00
2024-11-15 01:45:00,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,0.00023435087866695571,0.00024701788144799796,4.992898881333015e-05,0.00024701788144799796,15m,1635681392.7149684,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,2024-11-15 01:45:00
2024-11-15 02:00:00,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,0.00016680058281027564,0.0006079795087038102,0.00013490465448779063,0.00023435087866695571,15m,1643564106.0584724,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,2024-11-15 02:00:00
2024-11-15 02:15:00,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,0.0001354194426876601,0.0002285068590238308,0.0001336008766751085,0.00016680058281027564,15m,359927264.06746006,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,2024-11-15 02:15:00
2024-11-15 02:30:00,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,0.00014681147470141273,0.00015099333832380493,0.0001149412493367352,0.0001354194426876601,15m,239220206.13462397,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,2024-11-15 02:30:00
2024-11-15 02:45:00,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,0.0002613743123005634,0.00048621642540897387,0.00014681147470141273,0.00014681147470141273,15m,785444688.465443,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,2024-11-15 02:45:00
2024-11-15 03:00:00,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,0.0004972803935543715,0.0006717224017412924,0.00024383606811535717,0.0002613743123005634,15m,830393054.9534155,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,2024-11-15 03:00:00
2024-11-15 03:15:00,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,0.00038552031726136365,0.0005322292330038156,0.0003387539933441825,0.0004972803935543715,15m,233857497.10135117,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,2024-11-15 03:15:00
2024-11-15 03:30:00,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,0.0003361282191444144,0.00047614259779626327,0.00032165670797037246,0.00038552031726136365,15m,187019615.94777277,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,2024-11-15 03:30:00
2024-11-15 03:45:00,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,0.00035889017716205906,0.00046805570992862055,0.00030807982350696884,0.0003361282191444144,15m,75487947.503444,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,2024-11-15 03:45:00
2024-11-15 04:00:00,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,0.0002894833520775777,0.00036913431752263386,0.00023105256025807234,0.00035889017716205906,15m,157258975.913151,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,2024-11-15 04:00:00
2024-11-15 04:15:00,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,0.0003358167171122089,0.00035935058372530787,0.0002307462804331663,0.0002894833520775777,15m,133535577.87758395,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,2024-11-15 04:15:00
2024-11-15 04:30:00,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,0.000254789260766848,0.0003382002439463327,0.0002402296090259602,0.0003358167171122089,15m,78784826.56358999,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,2024-11-15 04:30:00
2024-11-15 04:45:00,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,0.0002080018210129329,0.0002565733696974815,0.00019016545502375325,0.000254789260766848,15m,81388255.583635,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,2024-11-15 04:45:00
2024-11-15 05:00:00,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,0.00018683178328034736,0.0002446366649334015,0.0001845769230170977,0.0002080018210129329,15m,46103423.84465401,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,2024-11-15 05:00:00
2024-11-15 05:15:00,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,0.0002820570967801919,0.00032426516124051667,0.00015138930465671862,0.00018683178328034736,15m,195091126.05150017,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,2024-11-15 05:15:00
2024-11-15 05:30:00,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,0.0002800524868507218,0.0003731375030770756,0.00023547143843321772,0.0002820570967801919,15m,117547381.77143,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,2024-11-15 05:30:00
2024-11-15 05:45:00,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,0.0002322923306001256,0.0003707916755599593,0.00022859271947964002,0.0002800524868507218,15m,117995088.51124895,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,2024-11-15 05:45:00
2024-11-15 06:00:00,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,0.00020822224308006393,0.00023457329289387326,0.00020257731706198074,0.0002322923306001256,15m,26398729.105314005,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,2024-11-15 06:00:00
2024-11-15 06:15:00,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,0.0002563734536161303,0.0002574327347946824,0.0002081326727979511,0.00020822224308006393,15m,24169144.555704985,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,2024-11-15 06:15:00
2024-11-15 06:30:00,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,0.00022140250855481533,0.0003100855185244774,0.0002201492393851993,0.0002563734536161303,15m,42168404.917362,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,2024-11-15 06:30:00
2024-11-15 06:45:00,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,0.00023691031740389666,0.0002518182119362272,0.00021969797657293765,0.00022140250855481533,15m,25678514.224205,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,2024-11-15 06:45:00
2024-11-15 07:00:00,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,0.00022296987285869838,0.00024644624787538476,0.00022296987285869838,0.00023691031740389666,15m,14855251.958174003,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,2024-11-15 07:00:00
2024-11-15 07:15:00,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,0.00016741444216477342,0.00023002639500341229,0.0001648593933939379,0.00022296987285869838,15m,81990445.99523501,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,2024-11-15 07:15:00
2024-11-15 07:30:00,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,0.0001427715339221192,0.00016741444216477342,0.0001352221541186171,0.00016741444216477342,15m,52917792.72634902,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,2024-11-15 07:30:00
2024-11-15 07:45:00,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,0.0001393602081039372,0.00014606529044421175,0.00013537111330347914,0.0001427715339221192,15m,26076999.67104901,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,2024-11-15 07:45:00
