datetime,address,c,h,l,o,type,v
2024-10-27 04:00:00,94ASVkZkrkt9K2NKKEuyvWiPQGnkNsKQAqYNrAWx72if,0.0002751345307772486,0.0004538354972537831,1.9258640317713803e-06,1.9258640317713803e-06,1H,11918972773.075298
2024-10-27 05:00:00,94ASVkZkrkt9K2NKKEuyvWiPQGnkNsKQAqYNrAWx72if,0.0002516780904264271,0.00032621953060464897,8.591797356942435e-05,0.0002751345307772486,1H,1486845935.3885233
