Address,0,address,buy_1h,buy_1h_change_percent,buy_24h,buy_24h_change_percent,buy_2h,buy_2h_change_percent,buy_30m,buy_30m_change_percent,buy_4h,buy_4h_change_percent,buy_8h,buy_8h_change_percent,buy_history_1h,buy_history_24h,buy_history_2h,buy_history_30m,buy_history_4h,buy_history_8h,history_12h_price,history_1h_price,history_24h_price,history_2h_price,history_30m_price,history_4h_price,history_6h_price,history_8h_price,holder,last_trade_human_time,last_trade_unix_time,market,price,price_change_12h_percent,price_change_1h_percent,price_change_24h_percent,price_change_2h_percent,price_change_30m_percent,price_change_4h_percent,price_change_6h_percent,price_change_8h_percent,sell_1h,sell_1h_change_percent,sell_24h,sell_24h_change_percent,sell_2h,sell_2h_change_percent,sell_30m,sell_30m_change_percent,sell_4h,sell_4h_change_percent,sell_8h,sell_8h_change_percent,sell_history_1h,sell_history_24h,sell_history_2h,sell_history_30m,sell_history_4h,sell_history_8h,trade_1h,trade_1h_change_percent,trade_24h,trade_24h_change_percent,trade_2h,trade_2h_change_percent,trade_30m,trade_30m_change_percent,trade_4h,trade_4h_change_percent,trade_8h,trade_8h_change_percent,trade_history_1h,trade_history_24h,trade_history_2h,trade_history_30m,trade_history_4h,trade_history_8h,unique_wallet_1h,unique_wallet_1h_change_percent,unique_wallet_24h,unique_wallet_24h_change_percent,unique_wallet_2h,unique_wallet_2h_change_percent,unique_wallet_30m,unique_wallet_30m_change_percent,unique_wallet_4h,unique_wallet_4h_change_percent,unique_wallet_8h,unique_wallet_8h_change_percent,volume_1h,volume_1h_change_percent,volume_1h_usd,volume_24h,volume_24h_change_percent,volume_24h_usd,volume_2h,volume_2h_change_percent,volume_2h_usd,volume_30m,volume_30m_change_percent,volume_30m_usd,volume_4h,volume_4h_change_percent,volume_4h_usd,volume_8h,volume_8h_change_percent,volume_8h_usd,volume_buy_1h,volume_buy_1h_change_percent,volume_buy_1h_usd,volume_buy_24h,volume_buy_24h_change_percent,volume_buy_24h_usd,volume_buy_2h,volume_buy_2h_change_percent,volume_buy_2h_usd,volume_buy_30m,volume_buy_30m_change_percent,volume_buy_30m_usd,volume_buy_4h,volume_buy_4h_change_percent,volume_buy_4h_usd,volume_buy_8h,volume_buy_8h_change_percent,volume_buy_8h_usd,volume_buy_history_1h,volume_buy_history_1h_usd,volume_buy_history_24h,volume_buy_history_24h_usd,volume_buy_history_2h,volume_buy_history_2h_usd,volume_buy_history_30m,volume_buy_history_30m_usd,volume_buy_history_4h,volume_buy_history_4h_usd,volume_buy_history_8h,volume_buy_history_8h_usd,volume_history_1h,volume_history_1h_usd,volume_history_24h,volume_history_24h_usd,volume_history_2h,volume_history_2h_usd,volume_history_30m,volume_history_30m_usd,volume_history_4h,volume_history_4h_usd,volume_history_8h,volume_history_8h_usd,volume_sell_1h,volume_sell_1h_change_percent,volume_sell_1h_usd,volume_sell_24h,volume_sell_24h_change_percent,volume_sell_24h_usd,volume_sell_2h,volume_sell_2h_change_percent,volume_sell_2h_usd,volume_sell_30m,volume_sell_30m_change_percent,volume_sell_30m_usd,volume_sell_4h,volume_sell_4h_change_percent,volume_sell_4h_usd,volume_sell_8h,volume_sell_8h_change_percent,volume_sell_8h_usd,volume_sell_history_1h,volume_sell_history_1h_usd,volume_sell_history_24h,volume_sell_history_24h_usd,volume_sell_history_2h,volume_sell_history_2h_usd,volume_sell_history_30m,volume_sell_history_30m_usd,volume_sell_history_4h,volume_sell_history_4h_usd,volume_sell_history_8h,volume_sell_history_8h_usd,0,liquidityAddedAt,0_market,Address_market,Price,Liquidity,Total Supply,Market Cap,RugCheck_Score,Risk_Status
JARcTkhwbM63Wkhjb7DcxDi14DcWhRjntBU4PiCZpubD,,JARcTkhwbM63Wkhjb7DcxDi14DcWhRjntBU4PiCZpubD,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,4.742565042164624e-05,4.742565042164624e-05,4.742565042164624e-05,4.742565042164624e-05,0.0007347408425567328,4.742565042164624e-05,4.742565042164624e-05,4.742565042164624e-05,25,2024-12-03T17:38:05.000Z,1733247485,1,0.0011388498378026904,2301.3373094043877,2301.3373094043877,2301.3373094043877,2301.3373094043877,55.00020848708359,2301.3373094043877,2301.3373094043877,2301.3373094043877,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-12-03 17:22:51,,JARcTkhwbM63Wkhjb7DcxDi14DcWhRjntBU4PiCZpubD,0.0011388498378026904,22658.382746912743,999511355.648801,1138293.3452625843,82378,HIGH RISK
3m1K5YiYBXEAhBfRkbCkBBmb4MQNjrUn7nqMy4ccM5fD,,3m1K5YiYBXEAhBfRkbCkBBmb4MQNjrUn7nqMy4ccM5fD,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,5.597393244500993e-05,5.597393244500993e-05,5.597393244500993e-05,5.597393244500993e-05,5.9583290383181146e-05,5.597393244500993e-05,5.597393244500993e-05,5.597393244500993e-05,943,2024-12-03T17:58:14.000Z,1733248694,1,0.0019162076724776329,27.668090567693998,27.668090567693998,27.668090567693998,27.668090567693998,19.93438144927747,27.668090567693998,27.668090567693998,27.668090567693998,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-12-03 17:22:36,,3m1K5YiYBXEAhBfRkbCkBBmb4MQNjrUn7nqMy4ccM5fD,0.0019162076724776329,131459.98121217187,1999999999.997598,3832415.344950663,6312,LOW RISK
FGAx1ymUGgAKdzzmr2uxr9dM5NVJPdJfwxUthFsEDWSG,,FGAx1ymUGgAKdzzmr2uxr9dM5NVJPdJfwxUthFsEDWSG,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,5.589746494833577e-05,5.589746494833577e-05,5.589746494833577e-05,5.589746494833577e-05,5.9910786952693535e-05,5.589746494833577e-05,5.589746494833577e-05,5.589746494833577e-05,914,2024-12-03T17:58:14.000Z,1733248694,1,0.00010285369630055087,75.38596295535804,75.38596295535804,75.38596295535804,75.38596295535804,63.63715476594118,75.38596295535804,75.38596295535804,75.38596295535804,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-12-03 17:22:32,,FGAx1ymUGgAKdzzmr2uxr9dM5NVJPdJfwxUthFsEDWSG,0.00010285369630055087,153458.2155739493,2000000000.0,205707.39260110175,27343,HIGH RISK
3KHstTJ7MYGvdZBqbsievWsHuB3LY34whLmsZcoPkmRB,,3KHstTJ7MYGvdZBqbsievWsHuB3LY34whLmsZcoPkmRB,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,4.7736948621863724e-05,4.7736948621863724e-05,4.7736948621863724e-05,4.7736948621863724e-05,0.0010604099429074977,4.7736948621863724e-05,4.7736948621863724e-05,4.7736948621863724e-05,25,2024-12-03T17:25:59.000Z,1733246759,1,0.0010604099429074977,2121.360965710794,2121.360965710794,2121.360965710794,2121.360965710794,0,2121.360965710794,2121.360965710794,2121.360965710794,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-12-03 17:12:06,,3KHstTJ7MYGvdZBqbsievWsHuB3LY34whLmsZcoPkmRB,0.0010604099429074977,21866.087295731417,1000000000.0,1060409.9429074978,82369,HIGH RISK
DTxcd7M27FbxEs9crSSLPiDjRksUvFh67ttZEqbrRZxC,,DTxcd7M27FbxEs9crSSLPiDjRksUvFh67ttZEqbrRZxC,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,4.766497638483166e-05,4.766497638483166e-05,4.766497638483166e-05,4.766497638483166e-05,0.001142946014403149,4.766497638483166e-05,4.766497638483166e-05,4.766497638483166e-05,25,2024-12-03T17:25:05.000Z,1733246705,1,0.001142946014403149,2297.873871111088,2297.873871111088,2297.873871111088,2297.873871111088,0,2297.873871111088,2297.873871111088,2297.873871111088,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-12-03 17:07:01,,DTxcd7M27FbxEs9crSSLPiDjRksUvFh67ttZEqbrRZxC,0.001142946014403149,22696.15587684675,998449115.047303,1141173.436627666,82390,HIGH RISK
Ga5FgL8DxchHMTeLV3gYiwq81MFP9kHMVJwA5Paw7NYj,,Ga5FgL8DxchHMTeLV3gYiwq81MFP9kHMVJwA5Paw7NYj,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0.00030188256991352323,0.00030188256991352323,0.00030188256991352323,0.00030188256991352323,0.00044744944536639333,0.00030188256991352323,0.00030188256991352323,0.00030188256991352323,488,2024-12-03T17:58:11.000Z,1733248691,1,0.00038551271452704096,20.41377911003906,20.41377911003906,20.41377911003906,20.41377911003906,-18.759937089715038,20.41377911003906,20.41377911003906,20.41377911003906,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-12-03 17:06:06,,Ga5FgL8DxchHMTeLV3gYiwq81MFP9kHMVJwA5Paw7NYj,0.00038551271452704096,70967.20150892553,1000000000.0,385512.71452704095,500,LOW RISK
GCUUuzMob6GbZ44dRPMpK9nFb7CiEd2B8mWz3RoXZuVc,,GCUUuzMob6GbZ44dRPMpK9nFb7CiEd2B8mWz3RoXZuVc,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,4.5601851670558824e-05,0.0001363108658346372,4.5601851670558824e-05,4.5601851670558824e-05,0.0010718570453528916,4.5601851670558824e-05,4.5601851670558824e-05,4.5601851670558824e-05,25,2024-12-03T17:13:54.000Z,1733246034,1,0.0010718570453528916,2250.4682509304707,686.3327980420825,2250.4682509304707,2250.4682509304707,0,2250.4682509304707,2250.4682509304707,2250.4682509304707,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-12-03 16:59:29,,GCUUuzMob6GbZ44dRPMpK9nFb7CiEd2B8mWz3RoXZuVc,0.0010718570453528916,21985.014769894675,999845915.607203,1071691.8889108934,82370,HIGH RISK
CEsSxihs1EgNhMtxQEEmH55JYbYqGj5weuSYuFqiSw2y,,CEsSxihs1EgNhMtxQEEmH55JYbYqGj5weuSYuFqiSw2y,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,4.57265056904568e-05,0.00044081069833136634,4.57265056904568e-05,4.57265056904568e-05,0.0010662575897482972,4.57265056904568e-05,4.57265056904568e-05,4.57265056904568e-05,25,2024-12-03T17:09:41.000Z,1733245781,1,0.0010662575897482972,2231.8151554511346,141.8855971019945,2231.8151554511346,2231.8151554511346,0,2231.8151554511346,2231.8151554511346,2231.8151554511346,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-12-03 16:55:09,,CEsSxihs1EgNhMtxQEEmH55JYbYqGj5weuSYuFqiSw2y,0.0010662575897482972,21928.19145545385,1000000000.0,1066257.5897482971,82369,HIGH RISK
FBCNi2vUAv7gxzn2TgPTbcbwMRdWLsgQqSeK437zLa3Z,,FBCNi2vUAv7gxzn2TgPTbcbwMRdWLsgQqSeK437zLa3Z,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,4.272677045615203e-06,4.272677045615203e-06,4.272677045615203e-06,4.272677045615203e-06,0.0010353782849699688,4.272677045615203e-06,4.272677045615203e-06,4.272677045615203e-06,318,2024-12-03T17:48:44.000Z,1733248124,1,0.0002533538479453379,25573.820622264473,25573.820622264473,25573.820622264473,25573.820622264473,5.947696255937383,25573.820622264473,25573.820622264473,25573.820622264473,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-12-03 16:54:44,,FBCNi2vUAv7gxzn2TgPTbcbwMRdWLsgQqSeK437zLa3Z,0.0002533538479453379,126386.01635080879,1000000000.0,253353.8479453379,75500,HIGH RISK
8Cn8ekKWViZo6fy4A7mWp6FoRo3YvVUbzudzL9QsTYSp,,8Cn8ekKWViZo6fy4A7mWp6FoRo3YvVUbzudzL9QsTYSp,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,4.252480539741109e-06,4.252480539741109e-06,4.252480539741109e-06,4.252480539741109e-06,0.0007325370534635736,4.252480539741109e-06,4.252480539741109e-06,4.252480539741109e-06,324,2024-12-03T17:48:44.000Z,1733248124,1,0.00026102293364004296,21830.361229207047,21830.361229207047,21830.361229207047,21830.361229207047,27.308828837739153,21830.361229207047,21830.361229207047,21830.361229207047,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-12-03 16:54:40,,8Cn8ekKWViZo6fy4A7mWp6FoRo3YvVUbzudzL9QsTYSp,0.00026102293364004296,144886.64615309378,1000000000.0,261022.93364004296,75500,HIGH RISK
DWRDGT25c28fPseSrZ4mQfYaszvWtswi1VQQQGF9XLVY,,DWRDGT25c28fPseSrZ4mQfYaszvWtswi1VQQQGF9XLVY,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,4.5443136923998234e-05,0.000765033746189086,4.5443136923998234e-05,4.5443136923998234e-05,0.0010682987197635962,4.5443136923998234e-05,4.5443136923998234e-05,4.5443136923998234e-05,25,2024-12-03T17:07:30.000Z,1733245650,1,0.0010682987197635962,2250.847217150263,39.640731547488514,2250.847217150263,2250.847217150263,0,2250.847217150263,2250.847217150263,2250.847217150263,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-12-03 16:52:28,,DWRDGT25c28fPseSrZ4mQfYaszvWtswi1VQQQGF9XLVY,0.0010682987197635962,21948.7420623414,1000000000.0,1068298.7197635963,82369,HIGH RISK
AeJnZh7aVUHx7RpV4Bc65b3xXT2WssiDx3pjGa8TYd1f,,AeJnZh7aVUHx7RpV4Bc65b3xXT2WssiDx3pjGa8TYd1f,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,1.8371305024205666e-05,4.3396221626869644e-05,1.8371305024205666e-05,1.8371305024205666e-05,0.00010104935549797783,1.8371305024205666e-05,1.8371305024205666e-05,1.8371305024205666e-05,27,2024-12-03T17:08:46.000Z,1733245726,1,0.00010208655277294761,450.03907106673813,132.8528883616243,450.03907106673813,450.03907106673813,0,450.03907106673813,450.03907106673813,450.03907106673813,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-12-03 16:52:26,,AeJnZh7aVUHx7RpV4Bc65b3xXT2WssiDx3pjGa8TYd1f,0.00010208655277294761,69300.16960541203,1000000000.0,102086.55277294762,89628,HIGH RISK
8ssi674fRr1wrLHX2zVd4vraj5eYEmkqSwwVHdrDpump,,8ssi674fRr1wrLHX2zVd4vraj5eYEmkqSwwVHdrDpump,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0.00011837848164409133,0.00012365341084384009,0.00011837848164409133,0.00011837848164409133,0.0002485964265192659,0.00011837848164409133,0.00011837848164409133,0.00011837848164409133,1171,2024-12-03T17:58:14.000Z,1733248694,1,0.00024868986364874965,87.29069993685027,79.30106847261243,87.29069993685027,87.29069993685027,-10.814531829703466,87.29069993685027,87.29069993685027,87.29069993685027,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-12-03 16:50:29,,8ssi674fRr1wrLHX2zVd4vraj5eYEmkqSwwVHdrDpump,0.00024868986364874965,36609.19943876144,999992036.6875144,248687.88325365342,500,LOW RISK
BqVyP1yBzF7D7eSWZbDbWfcs8i5XmuYScobgqrxpump,,BqVyP1yBzF7D7eSWZbDbWfcs8i5XmuYScobgqrxpump,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0.00043531899548240654,0.00046897299281545345,0.00043531899548240654,0.00043531899548240654,0.0005612121580280266,0.00043531899548240654,0.00043531899548240654,0.00043531899548240654,26,2024-12-03T17:58:09.000Z,1733248689,1,0.0007750221633326804,57.4802043132397,46.179258507921226,57.4802043132397,57.4802043132397,22.15366928415707,57.4802043132397,57.4802043132397,57.4802043132397,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-12-03 16:45:41,,BqVyP1yBzF7D7eSWZbDbWfcs8i5XmuYScobgqrxpump,0.0007750221633326804,232307.68296686473,206900000.0,160352.08559353158,11499,LOW RISK
36rC7RpN9Hnbv4wrXkHwTg4RYQv2AnNiJGJADNywS8c4,,36rC7RpN9Hnbv4wrXkHwTg4RYQv2AnNiJGJADNywS8c4,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,4.5647786021828204e-05,0.001118249891207486,4.5647786021828204e-05,4.5647786021828204e-05,0.001118249891207486,4.5647786021828204e-05,4.5647786021828204e-05,4.5647786021828204e-05,25,2024-12-03T17:03:39.000Z,1733245419,1,0.001118249891207486,2349.735219738265,0,2349.735219738265,2349.735219738265,0,2349.735219738265,2349.735219738265,2349.735219738265,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-12-03 16:45:04,,36rC7RpN9Hnbv4wrXkHwTg4RYQv2AnNiJGJADNywS8c4,0.001118249891207486,22451.728807416162,999933772.916994,1118175.8327791195,82535,HIGH RISK
8bHuKi4HccAp3XNhS7JniEY83yNTpa77KmafPJL5ii8R,,8bHuKi4HccAp3XNhS7JniEY83yNTpa77KmafPJL5ii8R,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,4.795169799873551e-05,0.001074770268309403,4.795169799873551e-05,4.795169799873551e-05,0.001074770268309403,4.795169799873551e-05,4.795169799873551e-05,4.795169799873551e-05,25,2024-12-03T16:58:22.000Z,1733245102,1,0.001074770268309403,2141.3601877825995,0,2141.3601877825995,2141.3601877825995,0,2141.3601877825995,2141.3601877825995,2141.3601877825995,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-12-03 16:44:05,,8bHuKi4HccAp3XNhS7JniEY83yNTpa77KmafPJL5ii8R,0.001074770268309403,22013.88493360884,1000000000.0,1074770.268309403,82534,HIGH RISK
E3LPEnHE3cP26pdYApZK3fY1y8eV9bMzCm2dbVcmyQT,,E3LPEnHE3cP26pdYApZK3fY1y8eV9bMzCm2dbVcmyQT,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,4.79030014887077e-05,0.0009946296226977828,4.79030014887077e-05,4.79030014887077e-05,0.0009946296226977828,4.79030014887077e-05,4.79030014887077e-05,4.79030014887077e-05,24,2024-12-03T16:57:35.000Z,1733245055,1,0.0009946296226977828,1976.3409218360764,0,1976.3409218360764,1976.3409218360764,0,1976.3409218360764,1976.3409218360764,1976.3409218360764,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-12-03 16:42:56,,E3LPEnHE3cP26pdYApZK3fY1y8eV9bMzCm2dbVcmyQT,0.0009946296226977828,21176.632336764385,1000000000.0,994629.6226977828,82534,HIGH RISK
3t2Wr85hHpGcyEvJN8mMVC2Q49dwkiHn1g36fjoqyeYb,,3t2Wr85hHpGcyEvJN8mMVC2Q49dwkiHn1g36fjoqyeYb,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,4.566973074556375e-05,0.0011116489912824394,4.566973074556375e-05,4.566973074556375e-05,0.0011116489912824394,4.566973074556375e-05,4.566973074556375e-05,4.566973074556375e-05,25,2024-12-03T16:59:59.000Z,1733245199,1,0.0011116489912824394,2334.104543938925,0,2334.104543938925,2334.104543938925,0,2334.104543938925,2334.104543938925,2334.104543938925,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-12-03 16:42:23,,3t2Wr85hHpGcyEvJN8mMVC2Q49dwkiHn1g36fjoqyeYb,0.0011116489912824394,22385.2794811439,999964198.256064,1111609.192309907,82569,HIGH RISK
Fm1bjHGkTfkSr4mDWss28igqpetmJjx2ZHNpUnggtwTn,,Fm1bjHGkTfkSr4mDWss28igqpetmJjx2ZHNpUnggtwTn,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,5.2032631056229095e-05,0.0010659270440749897,5.2032631056229095e-05,5.2032631056229095e-05,0.0010659270440749897,5.2032631056229095e-05,5.2032631056229095e-05,5.2032631056229095e-05,24,2024-12-03T16:57:39.000Z,1733245059,1,0.0010659270440749897,1948.574178236528,0,1948.574178236528,1948.574178236528,0,1948.574178236528,1948.574178236528,1948.574178236528,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-12-03 16:42:21,,Fm1bjHGkTfkSr4mDWss28igqpetmJjx2ZHNpUnggtwTn,0.0010659270440749897,21923.024934140336,1000000000.0,1065927.0440749896,82461,HIGH RISK
