datetime,o,h,l,c,v,address,type
2024-11-12 20:00:00,0.0010457487513687383,0.003129082892377707,0.00029221685200373274,0.0010457487513687383,701168116.1821727,7FqSmssbJauW2JagGfpzmegLybKEA3Dd5gWPpBVGpump,1H
2024-11-12 21:00:00,0.0010457487513687383,0.0074095687531967255,7.918083718297412e-06,7.918083718297412e-06,1538135438.4503162,7FqSmssbJauW2JagGfpzmegLybKEA3Dd5gWPpBVGpump,1H
