datetime,address,c,h,l,o,type,v,token,timestamp
2024-11-16 13:45:00,6AxxDpe2SdmusWymqcsfSUeTsBEitFwXGUvzw7Rbpump,0.0003750267369110998,0.0005285547764961746,8.472750505132096e-05,8.779707747246189e-05,15m,1374971230.9434834,6AxxDpe2SdmusWymqcsfSUeTsBEitFwXGUvzw7Rbpump,2024-11-16 13:45:00
2024-11-16 14:00:00,6AxxDpe2SdmusWymqcsfSUeTsBEitFwXGUvzw7Rbpump,0.00027057788634962193,0.0024978168625272535,0.0001892077606907299,0.0003750267369110998,15m,4701343852.330884,6AxxDpe2SdmusWymqcsfSUeTsBEitFwXGUvzw7Rbpump,2024-11-16 14:00:00
2024-11-16 14:15:00,6AxxDpe2SdmusWymqcsfSUeTsBEitFwXGUvzw7Rbpump,0.0001142901314006865,0.0011832070860622883,0.00011095694920111335,0.00027057788634962193,15m,1955903570.279297,6AxxDpe2SdmusWymqcsfSUeTsBEitFwXGUvzw7Rbpump,2024-11-16 14:15:00
2024-11-16 14:30:00,6AxxDpe2SdmusWymqcsfSUeTsBEitFwXGUvzw7Rbpump,0.00039308775675495197,0.0004761901093430106,8.77811539827183e-05,0.0001142901314006865,15m,1222425975.4013968,6AxxDpe2SdmusWymqcsfSUeTsBEitFwXGUvzw7Rbpump,2024-11-16 14:30:00
2024-11-16 14:45:00,6AxxDpe2SdmusWymqcsfSUeTsBEitFwXGUvzw7Rbpump,0.0005125280959570379,0.00099620819536004,0.00037375642879527613,0.00039308775675495197,15m,854011105.3420225,6AxxDpe2SdmusWymqcsfSUeTsBEitFwXGUvzw7Rbpump,2024-11-16 14:45:00
2024-11-16 15:00:00,6AxxDpe2SdmusWymqcsfSUeTsBEitFwXGUvzw7Rbpump,0.000511984541232064,0.0009424288008686808,0.00048634209890807234,0.0005125280959570379,15m,427133148.9124502,6AxxDpe2SdmusWymqcsfSUeTsBEitFwXGUvzw7Rbpump,2024-11-16 15:00:00
2024-11-16 15:15:00,6AxxDpe2SdmusWymqcsfSUeTsBEitFwXGUvzw7Rbpump,0.0011459514025338763,0.0014434773615961776,0.0004735325080814283,0.000511984541232064,15m,451553679.720946,6AxxDpe2SdmusWymqcsfSUeTsBEitFwXGUvzw7Rbpump,2024-11-16 15:15:00
2024-11-16 15:30:00,6AxxDpe2SdmusWymqcsfSUeTsBEitFwXGUvzw7Rbpump,0.002547941671689234,0.0027975659035594787,0.0009267645385884753,0.0011459514025338763,15m,595274318.072711,6AxxDpe2SdmusWymqcsfSUeTsBEitFwXGUvzw7Rbpump,2024-11-16 15:30:00
2024-11-16 15:45:00,6AxxDpe2SdmusWymqcsfSUeTsBEitFwXGUvzw7Rbpump,0.0019212591878081625,0.0029262976771561094,0.001413755057604574,0.002547941671689234,15m,459091630.8100436,6AxxDpe2SdmusWymqcsfSUeTsBEitFwXGUvzw7Rbpump,2024-11-16 15:45:00
2024-11-16 16:00:00,6AxxDpe2SdmusWymqcsfSUeTsBEitFwXGUvzw7Rbpump,0.002267950626956984,0.002342241278558458,0.0009514084789380258,0.0019212591878081625,15m,472090195.66143197,6AxxDpe2SdmusWymqcsfSUeTsBEitFwXGUvzw7Rbpump,2024-11-16 16:00:00
2024-11-16 16:15:00,6AxxDpe2SdmusWymqcsfSUeTsBEitFwXGUvzw7Rbpump,0.0033856118015080884,0.004785554386849299,0.001968470182835308,0.002267950626956984,15m,458667761.77236986,6AxxDpe2SdmusWymqcsfSUeTsBEitFwXGUvzw7Rbpump,2024-11-16 16:15:00
