row_index,name,token,5m_change,1h_change,6h_change,5m_transactions,5m_volume,mcp,liquidity_sol,holders,open_time,top10_holders,dev_hold_%,dev_burnt,telegram,timestamp
0,WomenInMenFields,CDe4d9Zm3SBZhW1feyZBdPmA8CmpRPSUBkrumR13pump,131%,120.9%,5924%,122,64.7K,433.2K,148.73,937,1h,22.43%,0%,-,,2024-11-20 01:40:11
