datetime,o,h,l,c,v,address,type
2024-11-10 22:00:00,0.00022612737381810983,0.00032167931633657896,1.7571875403121464e-05,0.00022612737381810983,2662110235.263282,6i3MASfmrnJLorJLknYUbugdgNiAbTztPgbxYm8ypump,1H
2024-11-10 23:00:00,0.00022612737381810983,0.0014905161459773562,0.00010242752824713383,0.0001843037696198576,1480217588.5899858,6i3MASfmrnJLorJLknYUbugdgNiAbTztPgbxYm8ypump,1H
2024-11-11 00:00:00,0.0001843037696198576,0.0007440478413409887,0.00014325421309784904,0.0005626370660314494,401817693.2996589,6i3MASfmrnJLorJLknYUbugdgNiAbTztPgbxYm8ypump,1H
2024-11-11 01:00:00,0.0005626370660314494,0.0007172481751810583,0.0004291299282053872,0.0005300731104593139,103379579.37248404,6i3MASfmrnJLorJLknYUbugdgNiAbTztPgbxYm8ypump,1H
2024-11-11 02:00:00,0.0005300731104593139,0.0005300731104593139,0.00027616526352729746,0.00041686774594088634,154956708.75300813,6i3MASfmrnJLorJLknYUbugdgNiAbTztPgbxYm8ypump,1H
2024-11-11 03:00:00,0.00041686774594088634,0.0006626904724455793,0.00041686774594088634,0.0005341384888871697,105004046.92243396,6i3MASfmrnJLorJLknYUbugdgNiAbTztPgbxYm8ypump,1H
2024-11-11 04:00:00,0.0005341384888871697,0.0006118330964574811,0.0003981454486000602,0.0004347630393413288,100411753.80074799,6i3MASfmrnJLorJLknYUbugdgNiAbTztPgbxYm8ypump,1H
2024-11-11 05:00:00,0.0004347630393413288,0.0004923898955440255,0.0004261523313037638,0.00045658142950694077,24159461.78912,6i3MASfmrnJLorJLknYUbugdgNiAbTztPgbxYm8ypump,1H
2024-11-11 06:00:00,0.00045658142950694077,0.0004966776200337761,0.0004105207945040078,0.00041426115106859966,15670816.547684997,6i3MASfmrnJLorJLknYUbugdgNiAbTztPgbxYm8ypump,1H
2024-11-11 07:00:00,0.00041426115106859966,0.0005865112477735999,0.00041426115106859966,0.0005398766160695794,47760892.67819198,6i3MASfmrnJLorJLknYUbugdgNiAbTztPgbxYm8ypump,1H
2024-11-11 08:00:00,0.0005398766160695794,0.0005398766160695794,0.00044340466029248014,0.0004597804658333014,13206103.103056,6i3MASfmrnJLorJLknYUbugdgNiAbTztPgbxYm8ypump,1H
2024-11-11 09:00:00,0.0004597804658333014,0.0004808532924744014,0.00037569115039854387,0.0003867579301414517,15779674.014685,6i3MASfmrnJLorJLknYUbugdgNiAbTztPgbxYm8ypump,1H
2024-11-11 10:00:00,0.0003867579301414517,0.0004485262325598559,0.0003867579301414517,0.0004471475353644107,15967303.771965008,6i3MASfmrnJLorJLknYUbugdgNiAbTztPgbxYm8ypump,1H
2024-11-11 11:00:00,0.0004471475353644107,0.00044738585926022657,0.00039393474166970067,0.00039393474166970067,8728227.850370001,6i3MASfmrnJLorJLknYUbugdgNiAbTztPgbxYm8ypump,1H
2024-11-11 12:00:00,0.00039393474166970067,0.00039393474166970067,0.0002701785603830015,0.00028050315910195945,43117839.41833501,6i3MASfmrnJLorJLknYUbugdgNiAbTztPgbxYm8ypump,1H
