timestamp,token_name,token_address,top_10_clusters_total,cluster_number,cluster_total_percentage,wallet_address,wallet_percentage
2024-11-29 11:15:31,CHILLGRINCH**,61trovNRXxwEyDraZnyZA1U1XW5anmug5DjjDLR7pump,3.9,1,1.0,7YkZo4EoBo7TQGnSTVYToGwjTExrK3oEagKsu4Msf7sL,1.0
2024-11-29 11:15:31,CHILLGRINCH**,61trovNRXxwEyDraZnyZA1U1XW5anmug5DjjDLR7pump,3.9,2,0.84,2zjtXXwGA7jV2aCFho6fr8zpPGe56DGchJEJXb6sAfPy,0.84
2024-11-29 11:15:31,CHILLGRINCH**,61trovNRXxwEyDraZnyZA1U1XW5anmug5DjjDLR7pump,3.9,3,0.5,26mp3nwL8Xd2iPSKUFzsd9gKP5rnDJcFUttrhvwK9eDx,0.13
2024-11-29 11:15:31,CHILLGRINCH**,61trovNRXxwEyDraZnyZA1U1XW5anmug5DjjDLR7pump,3.9,3,0.5,25mYnjJ2MXHZH6NvTTdA63JvjgRVcuiaj6MRiEQNs1Dq,0.19
2024-11-29 11:15:31,CHILLGRINCH**,61trovNRXxwEyDraZnyZA1U1XW5anmug5DjjDLR7pump,3.9,3,0.5,EWK7PmszDYWXj2uBPxwuzCuEEDpJZwoPniA6MqRwZ2Be,0.11
2024-11-29 11:15:31,CHILLGRINCH**,61trovNRXxwEyDraZnyZA1U1XW5anmug5DjjDLR7pump,3.9,3,0.5,69P3hmpMzsucStKZU1mJYWpesGXecJwDKg63mJNZuNSd,0.08
2024-11-29 11:15:31,CHILLGRINCH**,61trovNRXxwEyDraZnyZA1U1XW5anmug5DjjDLR7pump,3.9,4,0.38,DuDzbYFnY6BLppp2icaXaJs3qkNDuo645JYRCAHDPn9Q,0.38
2024-11-29 11:15:31,CHILLGRINCH**,61trovNRXxwEyDraZnyZA1U1XW5anmug5DjjDLR7pump,3.9,5,0.35,39v4YDC7beuX4dZ1JBWZ1CELGFdZ4BNuzK8kLQaZLASH,0.35
2024-11-29 11:15:31,CHILLGRINCH**,61trovNRXxwEyDraZnyZA1U1XW5anmug5DjjDLR7pump,3.9,6,0.19,3SvTo9opj3pUqjh9YNbmV31ZrGTQ5Tz7VkrcEnZQgFcG,0.19
2024-11-29 11:15:31,CHILLGRINCH**,61trovNRXxwEyDraZnyZA1U1XW5anmug5DjjDLR7pump,3.9,7,0.18,9aFpfx3ePWFPFK5MHfdCfEzgd6pNasccyjT7AybZaAk9,0.18
2024-11-29 11:15:31,CHILLGRINCH**,61trovNRXxwEyDraZnyZA1U1XW5anmug5DjjDLR7pump,3.9,8,0.16,7FZcL9PV6EmNrFtQeDPpirYPvQmrB4G1NXJecF9WRUNH,0.16
2024-11-29 11:15:31,CHILLGRINCH**,61trovNRXxwEyDraZnyZA1U1XW5anmug5DjjDLR7pump,3.9,9,0.15,8QbW2Q5LuvJEgCFLqAse84m8tcGDygtARiRXkeg3mkk6,0.15
2024-11-29 11:15:31,CHILLGRINCH**,61trovNRXxwEyDraZnyZA1U1XW5anmug5DjjDLR7pump,3.9,10,0.15,6GDkwdrts6KFVjnAedoc21ScBQunj2SfqSvBRw6KFfE1,0.15
2024-11-29 11:15:31,CHILLGRINCH**,61trovNRXxwEyDraZnyZA1U1XW5anmug5DjjDLR7pump,3.9,11,0.14,BbEVtpzq4uA5yZs23SQCy86i82UuZzhsNS4Fm6ZUkfKp,0.14
2024-11-29 11:15:31,CHILLGRINCH**,61trovNRXxwEyDraZnyZA1U1XW5anmug5DjjDLR7pump,3.9,12,0.14,8aoNGFFZRsorSDo1UJnuu16oNgZSVD7SuSTpokqp4PZc,0.14
2024-11-29 11:15:31,CHILLGRINCH**,61trovNRXxwEyDraZnyZA1U1XW5anmug5DjjDLR7pump,3.9,13,0.14,9cDkQ1bN2krB1RtddVMfsy15y8o9PyD83NhheGNPwGGs,0.14
2024-11-29 11:15:31,CHILLGRINCH**,61trovNRXxwEyDraZnyZA1U1XW5anmug5DjjDLR7pump,3.9,14,0.13,EnXmhgpK7ARAKKtgqsU6TPWJShYo4d9UWhkb9ZwwohFM,0.13
2024-11-29 11:15:31,CHILLGRINCH**,61trovNRXxwEyDraZnyZA1U1XW5anmug5DjjDLR7pump,3.9,15,0.13,2j1W7SVHJAb1Z3NfDYm6CxGRUiEkzhymJbjDqSfizCMo,0.13
2024-11-29 11:15:31,CHILLGRINCH**,61trovNRXxwEyDraZnyZA1U1XW5anmug5DjjDLR7pump,3.9,16,0.12,8rnn8LMp97Ls5whZm2TsJ7pzWDCFLXbRdxmA9YZfgxbQ,0.12
2024-11-29 11:15:31,CHILLGRINCH**,61trovNRXxwEyDraZnyZA1U1XW5anmug5DjjDLR7pump,3.9,17,0.12,FhrestdwiNv2HcTG4hP2k7YTpRTA85ts23amqD6V6RA7,0.12
2024-11-29 11:15:31,CHILLGRINCH**,61trovNRXxwEyDraZnyZA1U1XW5anmug5DjjDLR7pump,3.9,18,0.12,AZfbKzrEGmEsrd7F3V9oxfKtN5s3ATCuZprkSSY63JJW,0.12
2024-11-29 11:15:31,CHILLGRINCH**,61trovNRXxwEyDraZnyZA1U1XW5anmug5DjjDLR7pump,3.9,19,0.12,7u33g12vKjNXGZGGWdww92qHHQPD1D2VSro7uUj8tE89,0.12
2024-11-29 11:15:31,CHILLGRINCH**,61trovNRXxwEyDraZnyZA1U1XW5anmug5DjjDLR7pump,3.9,20,0.11,CskQrvhZQYsjuzkwqKTS2cxAoBph7rcBj3tDHLHWZ5Dn,0.11
