datetime,address,c,h,l,o,type,v,token,timestamp
2024-11-18 07:00:00,B4zJ6ETHFAu7JCr45gjMdkMY2yigHwxLUWs52iUqpump,0.00011212962963126295,0.0016969934994301174,4.1341633370764015e-05,9.615565031581277e-05,1H,7513664486.69429,B4zJ6ETHFAu7JCr45gjMdkMY2yigHwxLUWs52iUqpump,2024-11-18 07:00:00
2024-11-18 08:00:00,B4zJ6ETHFAu7JCr45gjMdkMY2yigHwxLUWs52iUqpump,0.0008967287802433546,0.0013631775249009746,0.00011001675230625002,0.00011212962963126295,1H,6377810192.670305,B4zJ6ETHFAu7JCr45gjMdkMY2yigHwxLUWs52iUqpump,2024-11-18 08:00:00
2024-11-18 09:00:00,B4zJ6ETHFAu7JCr45gjMdkMY2yigHwxLUWs52iUqpump,0.001017306169684707,0.002418066822400085,0.0007532257937547463,0.0008967287802433546,1H,1815033601.0811043,B4zJ6ETHFAu7JCr45gjMdkMY2yigHwxLUWs52iUqpump,2024-11-18 09:00:00
2024-11-18 10:00:00,B4zJ6ETHFAu7JCr45gjMdkMY2yigHwxLUWs52iUqpump,0.0003823102667359174,0.0013620265667155184,0.00027747755962719787,0.001017306169684707,1H,1302250338.1253104,B4zJ6ETHFAu7JCr45gjMdkMY2yigHwxLUWs52iUqpump,2024-11-18 10:00:00
2024-11-18 11:00:00,B4zJ6ETHFAu7JCr45gjMdkMY2yigHwxLUWs52iUqpump,0.00010700176281341,0.0004094100427960378,9.07605147821936e-05,0.0003823102667359174,1H,2681983909.0330243,B4zJ6ETHFAu7JCr45gjMdkMY2yigHwxLUWs52iUqpump,2024-11-18 11:00:00
2024-11-18 12:00:00,B4zJ6ETHFAu7JCr45gjMdkMY2yigHwxLUWs52iUqpump,9.754881271223277e-05,0.00016360407766090147,9.603663385138131e-05,0.00010700176281341,1H,819054407.0644667,B4zJ6ETHFAu7JCr45gjMdkMY2yigHwxLUWs52iUqpump,2024-11-18 12:00:00
2024-11-18 13:00:00,B4zJ6ETHFAu7JCr45gjMdkMY2yigHwxLUWs52iUqpump,7.233122739467049e-05,0.00011440302179155715,6.588754268514028e-05,9.754881271223277e-05,1H,683790577.4631844,B4zJ6ETHFAu7JCr45gjMdkMY2yigHwxLUWs52iUqpump,2024-11-18 13:00:00
2024-11-18 14:00:00,B4zJ6ETHFAu7JCr45gjMdkMY2yigHwxLUWs52iUqpump,6.0493348863262326e-05,7.319282416920866e-05,4.596708622696151e-05,7.233122739467049e-05,1H,245688460.83709618,B4zJ6ETHFAu7JCr45gjMdkMY2yigHwxLUWs52iUqpump,2024-11-18 14:00:00
2024-11-18 15:00:00,B4zJ6ETHFAu7JCr45gjMdkMY2yigHwxLUWs52iUqpump,8.069012307709153e-05,0.00012150608950689658,4.571730821323886e-05,6.0493348863262326e-05,1H,960306746.5180973,B4zJ6ETHFAu7JCr45gjMdkMY2yigHwxLUWs52iUqpump,2024-11-18 15:00:00
2024-11-18 16:00:00,B4zJ6ETHFAu7JCr45gjMdkMY2yigHwxLUWs52iUqpump,6.390358649712464e-05,9.646519481439464e-05,6.149626391780463e-05,8.069012307709153e-05,1H,205737424.02124897,B4zJ6ETHFAu7JCr45gjMdkMY2yigHwxLUWs52iUqpump,2024-11-18 16:00:00
2024-11-18 17:00:00,B4zJ6ETHFAu7JCr45gjMdkMY2yigHwxLUWs52iUqpump,5.1785948102665705e-05,6.396485617501948e-05,4.948793584016572e-05,6.390358649712464e-05,1H,73073458.09627798,B4zJ6ETHFAu7JCr45gjMdkMY2yigHwxLUWs52iUqpump,2024-11-18 17:00:00
2024-11-18 18:00:00,B4zJ6ETHFAu7JCr45gjMdkMY2yigHwxLUWs52iUqpump,5.245871166076902e-05,5.692660678034083e-05,4.942557678087607e-05,5.1785948102665705e-05,1H,99094293.60629499,B4zJ6ETHFAu7JCr45gjMdkMY2yigHwxLUWs52iUqpump,2024-11-18 18:00:00
