datetime,o,h,l,c,v,address,type
2024-10-23 11:00:00,9.953610237295902e-06,9.953610237295902e-06,6.22372733850259e-06,9.953610237295902e-06,461606740.33159983,8pDajezgfVP6yTAVAgLkosTE4PKCQyc9mpHdPiqvpump,1H
2024-10-23 12:00:00,9.953610237295902e-06,1.1299312579797518e-05,9.953610237295902e-06,1.0605576190079967e-05,86612828.98795699,8pDajezgfVP6yTAVAgLkosTE4PKCQyc9mpHdPiqvpump,1H
2024-10-23 13:00:00,1.0605576190079967e-05,1.0605576190079967e-05,9.940696506852659e-06,9.940696506852659e-06,23465347.084048003,8pDajezgfVP6yTAVAgLkosTE4PKCQyc9mpHdPiqvpump,1H
2024-10-23 14:00:00,9.940696506852659e-06,9.940696506852659e-06,9.940696506852659e-06,9.940696506852659e-06,0.0,8pDajezgfVP6yTAVAgLkosTE4PKCQyc9mpHdPiqvpump,1H
2024-10-23 15:00:00,9.940696506852659e-06,9.940696506852659e-06,9.940696506852659e-06,9.940696506852659e-06,0.0,8pDajezgfVP6yTAVAgLkosTE4PKCQyc9mpHdPiqvpump,1H
2024-10-23 16:00:00,9.940696506852659e-06,9.940696506852659e-06,9.940696506852659e-06,9.940696506852659e-06,0.0,8pDajezgfVP6yTAVAgLkosTE4PKCQyc9mpHdPiqvpump,1H
2024-10-23 17:00:00,9.940696506852659e-06,9.940696506852659e-06,9.7930197244608e-06,9.7930197244608e-06,1672906.626056,8pDajezgfVP6yTAVAgLkosTE4PKCQyc9mpHdPiqvpump,1H
2024-10-23 18:00:00,9.7930197244608e-06,9.983057830906235e-06,9.226125095652881e-06,9.226125095652881e-06,59468586.461233005,8pDajezgfVP6yTAVAgLkosTE4PKCQyc9mpHdPiqvpump,1H
2024-10-23 19:00:00,9.226125095652881e-06,9.226125095652881e-06,9.226125095652881e-06,9.226125095652881e-06,0.0,8pDajezgfVP6yTAVAgLkosTE4PKCQyc9mpHdPiqvpump,1H
2024-10-23 20:00:00,9.226125095652881e-06,9.226125095652881e-06,9.226125095652881e-06,9.226125095652881e-06,0.0,8pDajezgfVP6yTAVAgLkosTE4PKCQyc9mpHdPiqvpump,1H
2024-10-23 21:00:00,9.226125095652881e-06,9.226125095652881e-06,9.226125095652881e-06,9.226125095652881e-06,0.0,8pDajezgfVP6yTAVAgLkosTE4PKCQyc9mpHdPiqvpump,1H
2024-10-23 22:00:00,9.226125095652881e-06,9.226125095652881e-06,8.040060868536764e-06,8.040060868536764e-06,35107921.695318,8pDajezgfVP6yTAVAgLkosTE4PKCQyc9mpHdPiqvpump,1H
