timestamp,token_name,token_address,top_10_clusters_total,cluster_number,cluster_total_percentage,wallet_address,wallet_percentage
2024-11-29 12:14:50,WagerOn**,waGerWB7pKNvEfvQmhA2eS61Vs45BsLAmpFff46Lc3v,13.44,1,1.46,7NFTM2PAAKG2nh4aRh2hqzp4wvnfYftrdwAqvqf8pqBW,1.46
2024-11-29 12:14:50,WagerOn**,waGerWB7pKNvEfvQmhA2eS61Vs45BsLAmpFff46Lc3v,13.44,2,1.37,4xRf9vBDN8TW2sVn9eHGffAjbgmd7W6chaQHRcZ49TyY,1.37
2024-11-29 12:14:50,WagerOn**,waGerWB7pKNvEfvQmhA2eS61Vs45BsLAmpFff46Lc3v,13.44,3,1.36,Gq8xgXEDB2V2Wb2uz22VMoJnfAycNrTAqnkF8T6eHD5E,1.36
2024-11-29 12:14:50,WagerOn**,waGerWB7pKNvEfvQmhA2eS61Vs45BsLAmpFff46Lc3v,13.44,4,1.36,Dvpp6NvrRwsGFyoapsN9Z5b2ZJnyfw43ffPRkCqiGVnA,1.36
2024-11-29 12:14:50,WagerOn**,waGerWB7pKNvEfvQmhA2eS61Vs45BsLAmpFff46Lc3v,13.44,5,1.35,5tMSYco2F1hXvizSjhEJ1S6zjmg3XzFAbvkhmheibzsP,1.35
2024-11-29 12:14:50,WagerOn**,waGerWB7pKNvEfvQmhA2eS61Vs45BsLAmpFff46Lc3v,13.44,6,1.35,2rVuCsAc5Ci8YDWqCH88xDwG5jonPHBmx1RzCY6ZwDbM,1.35
2024-11-29 12:14:50,WagerOn**,waGerWB7pKNvEfvQmhA2eS61Vs45BsLAmpFff46Lc3v,13.44,7,1.34,HdVuRxdVxL5GTSma96X2ndsfGR1zmYcrK6ygQvEqyJma,1.34
2024-11-29 12:14:50,WagerOn**,waGerWB7pKNvEfvQmhA2eS61Vs45BsLAmpFff46Lc3v,13.44,8,1.32,7bKJ2fhr5XRnYbWJDhYfDSFAeNugZEyTQ689cvbTRvbx,1.32
2024-11-29 12:14:50,WagerOn**,waGerWB7pKNvEfvQmhA2eS61Vs45BsLAmpFff46Lc3v,13.44,9,1.28,6r2ACkTPMawGz5D1M5KEzRQtqhJtFFbhaAZgdBuUm4bK,1.28
2024-11-29 12:14:50,WagerOn**,waGerWB7pKNvEfvQmhA2eS61Vs45BsLAmpFff46Lc3v,13.44,10,1.24,5YPWon8prtyu9Az6z3iXmCee553DKjrjLvLyKuHsjzJq,1.24
2024-11-29 12:14:50,WagerOn**,waGerWB7pKNvEfvQmhA2eS61Vs45BsLAmpFff46Lc3v,13.44,11,1.24,DSj4LZniZZJ1r3BbC2rgZ4pWSTBSfTtEgvBCsVDmujcU,1.24
2024-11-29 12:14:50,WagerOn**,waGerWB7pKNvEfvQmhA2eS61Vs45BsLAmpFff46Lc3v,13.44,12,1.24,GjC4pMuxyvau6MfJF38m6jtuY6fV943Y8iJ7zFjZNmmD,1.24
2024-11-29 12:14:50,WagerOn**,waGerWB7pKNvEfvQmhA2eS61Vs45BsLAmpFff46Lc3v,13.44,13,1.22,3pqmtFxqKWko2buq5B8nWmeDARoPQGbqk73LqAsLaAuh,1.22
2024-11-29 12:14:50,WagerOn**,waGerWB7pKNvEfvQmhA2eS61Vs45BsLAmpFff46Lc3v,13.44,14,1.2,ESCH2UDW9b3EcPKTjbBduZUvsKqge2b1sEeJQTZtJnfV,1.2
2024-11-29 12:14:50,WagerOn**,waGerWB7pKNvEfvQmhA2eS61Vs45BsLAmpFff46Lc3v,13.44,15,1.2,2xuhXr1DdcDa5GSeANdfW3VJzZYHDqHmQvCSq91nX2Ve,1.2
2024-11-29 12:14:50,WagerOn**,waGerWB7pKNvEfvQmhA2eS61Vs45BsLAmpFff46Lc3v,13.44,16,1.18,5BrHqtzMLV3JpdJgEBVaxNNTKnUduJp7zgSxLY1EXhra,1.18
2024-11-29 12:14:50,WagerOn**,waGerWB7pKNvEfvQmhA2eS61Vs45BsLAmpFff46Lc3v,13.44,17,1.18,AezRP2E9ESaGqwsBhuzkqtM2abfNVpeYxvSj3F9xdexP,1.18
2024-11-29 12:14:50,WagerOn**,waGerWB7pKNvEfvQmhA2eS61Vs45BsLAmpFff46Lc3v,13.44,18,1.18,H9W3gpL3VCaxCx1AA3vfZ47rBJawh9HD5csX7Hpgk5te,1.18
2024-11-29 12:14:50,WagerOn**,waGerWB7pKNvEfvQmhA2eS61Vs45BsLAmpFff46Lc3v,13.44,19,1.12,Vo2pWtq5mBqVKD17ekHkKtUpRiaqM56UxEbMb1xR7ji,1.12
2024-11-29 12:14:50,WagerOn**,waGerWB7pKNvEfvQmhA2eS61Vs45BsLAmpFff46Lc3v,13.44,20,1.12,7Uje751f8BkYf9h21HTH2FxpKh9wEdTrcQYW2xUSnRHn,1.12
