datetime,address,c,h,l,o,type,v,token,timestamp
2024-11-18 16:30:00,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,6.07126236479141e-05,0.00028705919388187344,4.113338970172333e-05,0.00011254465789858919,15m,6577391171.627643,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,2024-11-18 16:30:00
2024-11-18 16:45:00,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,0.0007180105362216574,0.0014855592374663027,5.126391932895511e-05,6.07126236479141e-05,15m,2950145814.515625,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,2024-11-18 16:45:00
2024-11-18 17:00:00,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,0.00035342125590287753,0.0010498441152718536,0.00027124389587977754,0.0007180105362216574,15m,1724067667.455308,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,2024-11-18 17:00:00
2024-11-18 17:15:00,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,0.0006527519234632759,0.0007182770206698375,0.00032387521283869225,0.00035342125590287753,15m,575003083.7696382,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,2024-11-18 17:15:00
2024-11-18 17:30:00,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,0.0006405791136329204,0.0013971269089753143,0.0005654262905945707,0.0006527519234632759,15m,531455956.0982846,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,2024-11-18 17:30:00
2024-11-18 17:45:00,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,0.0007675846330597169,0.00095532609020157,0.0004685679884663375,0.0006405791136329204,15m,449747795.3747148,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,2024-11-18 17:45:00
2024-11-18 18:00:00,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,0.0006030079133189168,0.0010160383198547804,0.000602872841016074,0.0007675846330597169,15m,156960108.90334004,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,2024-11-18 18:00:00
2024-11-18 18:15:00,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,0.00043852183612916665,0.0008219361156223178,0.0003116395047487117,0.0006030079133189168,15m,414345780.64605486,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,2024-11-18 18:15:00
2024-11-18 18:30:00,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,0.00037473667142619955,0.0005441716193982855,0.0002557794875390594,0.00043852183612916665,15m,189979570.40242806,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,2024-11-18 18:30:00
2024-11-18 18:45:00,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,0.00045727785543267746,0.0005600254827726932,0.00033172579683166077,0.00037473667142619955,15m,106287813.6857239,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,2024-11-18 18:45:00
2024-11-18 19:00:00,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,0.0006432666899092784,0.0006564602376410638,0.00034789172135417953,0.00045727785543267746,15m,137451387.772359,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,2024-11-18 19:00:00
2024-11-18 19:15:00,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,0.000547385505086166,0.0006865104167168112,0.0005284063976752195,0.0006432666899092784,15m,42276994.824534,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,2024-11-18 19:15:00
2024-11-18 19:30:00,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,0.0002945432095439857,0.0005973509016653252,0.00028328101930006423,0.000547385505086166,15m,197238639.62075105,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,2024-11-18 19:30:00
2024-11-18 19:45:00,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,0.00039933281501571005,0.00047260463726756863,0.0002945432095439857,0.0002945432095439857,15m,77585435.56103697,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,2024-11-18 19:45:00
2024-11-18 20:00:00,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,0.0003167554198774131,0.0004676966880553388,0.00028799058595565077,0.00039933281501571005,15m,137595267.99597898,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,2024-11-18 20:00:00
2024-11-18 20:15:00,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,0.00035597656110220765,0.0004260883127462402,0.00030796677931670797,0.0003167554198774131,15m,106971590.81302403,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,2024-11-18 20:15:00
2024-11-18 20:30:00,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,0.0003621938660088237,0.0004505260604731954,0.00034315124554987783,0.00035597656110220765,15m,87509979.83984898,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,2024-11-18 20:30:00
2024-11-18 20:45:00,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,0.00044158358613670477,0.0004709346034588776,0.0003120582635433955,0.0003621938660088237,15m,56537342.292262994,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,2024-11-18 20:45:00
2024-11-18 21:00:00,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,0.000447057589951861,0.000474081769761998,0.00038481426793698784,0.00044158358613670477,15m,48049825.219802,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,2024-11-18 21:00:00
2024-11-18 21:15:00,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,0.0005433911556820762,0.0006067590959864383,0.00043219970042832187,0.000447057589951861,15m,44608571.94482901,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,2024-11-18 21:15:00
2024-11-18 21:30:00,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,0.0005214395909607424,0.0006609780901350669,0.0004523528372994384,0.0005433911556820762,15m,52858689.30074599,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,2024-11-18 21:30:00
2024-11-18 21:45:00,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,0.0004945771760333489,0.0006233605143105018,0.0004945771760333489,0.0005214395909607424,15m,33545268.633949004,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,2024-11-18 21:45:00
2024-11-18 22:00:00,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,0.0004255301159713767,0.0004971923089772958,0.0004029247302978585,0.0004945771760333489,15m,25840585.144574,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,2024-11-18 22:00:00
2024-11-18 22:15:00,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,0.0005067833141895147,0.001007986719120641,0.00025000808902092553,0.0004255301159713767,15m,299092704.019796,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,2024-11-18 22:15:00
2024-11-18 22:30:00,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,0.0007195637406006768,0.0010919189423383548,0.0004551166250043526,0.0005067833141895147,15m,333722045.19908017,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,2024-11-18 22:30:00
2024-11-18 22:45:00,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,0.0007260448325489871,0.0009086339799251339,0.000651938046912645,0.0007195637406006768,15m,128694195.62740909,5JwABmJqJpgtYPa1hZrHonWeqUYnzTyQ5bk7B9xGpump,2024-11-18 22:45:00
