datetime,address,c,h,l,o,type,v,token,timestamp
2024-11-17 14:00:00,F4Lyq5tJJGwEo1hhLweQPg6xG1aVKv4SZqAmDBQepump,0.0006654417757529225,0.0008749996728993274,8.298412444309689e-05,8.298412444309689e-05,15m,2812820014.008096,F4Lyq5tJJGwEo1hhLweQPg6xG1aVKv4SZqAmDBQepump,2024-11-17 14:00:00
2024-11-17 14:15:00,F4Lyq5tJJGwEo1hhLweQPg6xG1aVKv4SZqAmDBQepump,0.00030318523034467273,0.001074362049649582,0.00015562956875350706,0.0006654417757529225,15m,2511000890.554908,F4Lyq5tJJGwEo1hhLweQPg6xG1aVKv4SZqAmDBQepump,2024-11-17 14:15:00
2024-11-17 14:30:00,F4Lyq5tJJGwEo1hhLweQPg6xG1aVKv4SZqAmDBQepump,0.0003136290591022861,0.00044868065177989435,0.00021044911952585035,0.00030318523034467273,15m,988066009.726047,F4Lyq5tJJGwEo1hhLweQPg6xG1aVKv4SZqAmDBQepump,2024-11-17 14:30:00
2024-11-17 14:45:00,F4Lyq5tJJGwEo1hhLweQPg6xG1aVKv4SZqAmDBQepump,0.00031510459249710777,0.00043112077699467916,0.0002366390684691469,0.0003136290591022861,15m,804050898.1353917,F4Lyq5tJJGwEo1hhLweQPg6xG1aVKv4SZqAmDBQepump,2024-11-17 14:45:00
2024-11-17 15:00:00,F4Lyq5tJJGwEo1hhLweQPg6xG1aVKv4SZqAmDBQepump,0.0001753611419789273,0.00041230636171896205,0.00013917003020712205,0.00031510459249710777,15m,773875226.5594617,F4Lyq5tJJGwEo1hhLweQPg6xG1aVKv4SZqAmDBQepump,2024-11-17 15:00:00
2024-11-17 15:15:00,F4Lyq5tJJGwEo1hhLweQPg6xG1aVKv4SZqAmDBQepump,0.00015548776847855813,0.0001944538136564502,9.389701411054095e-05,0.0001753611419789273,15m,455877713.1177061,F4Lyq5tJJGwEo1hhLweQPg6xG1aVKv4SZqAmDBQepump,2024-11-17 15:15:00
2024-11-17 15:30:00,F4Lyq5tJJGwEo1hhLweQPg6xG1aVKv4SZqAmDBQepump,0.0001571069371059071,0.00025948795308974187,0.00014064886795369218,0.00015548776847855813,15m,273379929.35282,F4Lyq5tJJGwEo1hhLweQPg6xG1aVKv4SZqAmDBQepump,2024-11-17 15:30:00
2024-11-17 15:45:00,F4Lyq5tJJGwEo1hhLweQPg6xG1aVKv4SZqAmDBQepump,0.0002245120734249029,0.0002485811626098817,0.00011412695640661447,0.0001571069371059071,15m,236764145.989015,F4Lyq5tJJGwEo1hhLweQPg6xG1aVKv4SZqAmDBQepump,2024-11-17 15:45:00
2024-11-17 16:00:00,F4Lyq5tJJGwEo1hhLweQPg6xG1aVKv4SZqAmDBQepump,0.0002306245158222411,0.00029402045051775313,0.0001940842875782889,0.0002245120734249029,15m,121007460.21261902,F4Lyq5tJJGwEo1hhLweQPg6xG1aVKv4SZqAmDBQepump,2024-11-17 16:00:00
2024-11-17 16:15:00,F4Lyq5tJJGwEo1hhLweQPg6xG1aVKv4SZqAmDBQepump,0.0002458636172074584,0.000247795078889053,0.00020710334644623163,0.0002306245158222411,15m,60947385.51216799,F4Lyq5tJJGwEo1hhLweQPg6xG1aVKv4SZqAmDBQepump,2024-11-17 16:15:00
2024-11-17 16:30:00,F4Lyq5tJJGwEo1hhLweQPg6xG1aVKv4SZqAmDBQepump,0.00032134598552813903,0.0003736565612403682,0.0002418647839941064,0.0002458636172074584,15m,232856446.16501707,F4Lyq5tJJGwEo1hhLweQPg6xG1aVKv4SZqAmDBQepump,2024-11-17 16:30:00
2024-11-17 16:45:00,F4Lyq5tJJGwEo1hhLweQPg6xG1aVKv4SZqAmDBQepump,0.0005933118382984233,0.0006615645314042786,0.0003182909653879283,0.00032134598552813903,15m,246638442.746904,F4Lyq5tJJGwEo1hhLweQPg6xG1aVKv4SZqAmDBQepump,2024-11-17 16:45:00
2024-11-17 17:00:00,F4Lyq5tJJGwEo1hhLweQPg6xG1aVKv4SZqAmDBQepump,0.0006441269994310665,0.0007069505940961661,0.0004298102914547621,0.0005933118382984233,15m,207393369.8168834,F4Lyq5tJJGwEo1hhLweQPg6xG1aVKv4SZqAmDBQepump,2024-11-17 17:00:00
2024-11-17 17:15:00,F4Lyq5tJJGwEo1hhLweQPg6xG1aVKv4SZqAmDBQepump,0.0003619440046736845,0.0006465202459623476,0.00035667693546660066,0.0006441269994310665,15m,149540132.17271104,F4Lyq5tJJGwEo1hhLweQPg6xG1aVKv4SZqAmDBQepump,2024-11-17 17:15:00
2024-11-17 17:30:00,F4Lyq5tJJGwEo1hhLweQPg6xG1aVKv4SZqAmDBQepump,0.00032467819288514103,0.0003968085446206811,0.0002988644040883446,0.0003619440046736845,15m,178432177.14071006,F4Lyq5tJJGwEo1hhLweQPg6xG1aVKv4SZqAmDBQepump,2024-11-17 17:30:00
2024-11-17 17:45:00,F4Lyq5tJJGwEo1hhLweQPg6xG1aVKv4SZqAmDBQepump,0.00020303093609987997,0.00032467819288514103,0.0001867828448758805,0.00032467819288514103,15m,287109655.80937004,F4Lyq5tJJGwEo1hhLweQPg6xG1aVKv4SZqAmDBQepump,2024-11-17 17:45:00
2024-11-17 18:00:00,F4Lyq5tJJGwEo1hhLweQPg6xG1aVKv4SZqAmDBQepump,0.00020584258831644753,0.0002119344831290904,0.0001381217036676803,0.00020303093609987997,15m,205683986.30765793,F4Lyq5tJJGwEo1hhLweQPg6xG1aVKv4SZqAmDBQepump,2024-11-17 18:00:00
2024-11-17 18:15:00,F4Lyq5tJJGwEo1hhLweQPg6xG1aVKv4SZqAmDBQepump,0.00027996258705876654,0.0003141555890027223,0.0001630286071542123,0.00020584258831644753,15m,121897684.15016104,F4Lyq5tJJGwEo1hhLweQPg6xG1aVKv4SZqAmDBQepump,2024-11-17 18:15:00
