,address,c,h,l,o,type,v,token,timestamp
2093,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,8.355779190681336e-05,8.355779190681336e-05,7.435160131067886e-05,7.435160131067886e-05,1m,51404354.13488799,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,1970-01-01 00:34:53
2094,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,8.697983323623403e-05,8.720264716268065e-05,8.316954688469189e-05,8.355779190681336e-05,1m,17529753.366892997,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,1970-01-01 00:34:54
2095,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,8.755951015333443e-05,8.816767714934448e-05,8.697983323623403e-05,8.697983323623403e-05,1m,3659470.17996,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,1970-01-01 00:34:55
2096,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,8.184928805079836e-05,8.980852471391933e-05,8.184928805079836e-05,8.755951015333443e-05,1m,19822739.834584,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,1970-01-01 00:34:56
2097,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,7.599442271409791e-05,8.184928805079836e-05,7.599442271409791e-05,8.184928805079836e-05,1m,9568995.905505,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,1970-01-01 00:34:57
2098,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,7.402284205192449e-05,7.599442271409791e-05,7.330278948160955e-05,7.599442271409791e-05,1m,4711209.788671999,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,1970-01-01 00:34:58
2099,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,6.295209923948042e-05,7.402284205192449e-05,6.228762987758859e-05,7.402284205192449e-05,1m,20435012.185888,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,1970-01-01 00:34:59
2100,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,7.237413944977978e-05,7.300051754714276e-05,6.295209923948042e-05,6.295209923948042e-05,1m,22023845.663115002,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,1970-01-01 00:35:00
2101,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,8.184666732820908e-05,8.184666732820908e-05,7.237413944977978e-05,7.237413944977978e-05,1m,13091894.287943002,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,1970-01-01 00:35:01
2102,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,7.028383978630933e-05,8.207162221571692e-05,7.028383978630933e-05,8.184666732820908e-05,1m,17470631.598467,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,1970-01-01 00:35:02
2103,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,6.936999621905043e-05,7.076535268907505e-05,6.81861442840501e-05,7.028383978630933e-05,1m,15110548.180336,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,1970-01-01 00:35:03
2104,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,6.916135937523145e-05,6.936999621905043e-05,6.916135937523145e-05,6.936999621905043e-05,1m,42466.787757,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,1970-01-01 00:35:04
2105,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,6.902861651244208e-05,6.943389369328547e-05,6.902861651244208e-05,6.916135937523145e-05,1m,188190.376859,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,1970-01-01 00:35:05
2106,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,7.229700397803898e-05,7.229700397803898e-05,6.902861651244208e-05,6.902861651244208e-05,1m,5376355.062466,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,1970-01-01 00:35:06
2107,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,7.315990599265283e-05,7.315990599265283e-05,7.229700397803898e-05,7.229700397803898e-05,1m,143032.832274,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,1970-01-01 00:35:07
2108,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,6.98941185497155e-05,7.315990599265283e-05,6.98941185497155e-05,7.315990599265283e-05,1m,5313955.663987001,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,1970-01-01 00:35:08
2109,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,6.764777369809435e-05,6.98941185497155e-05,6.764777369809435e-05,6.98941185497155e-05,1m,3272754.1653739996,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,1970-01-01 00:35:09
2110,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,7.390166250176365e-05,7.464784626067806e-05,6.731953567970392e-05,6.764777369809435e-05,1m,16311403.193781,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,1970-01-01 00:35:10
2111,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,7.408992331450458e-05,7.408992331450458e-05,7.28298173220019e-05,7.390166250176365e-05,1m,2357955.459704,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,1970-01-01 00:35:11
2112,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,7.450318276663316e-05,7.450318276663316e-05,7.408992331450458e-05,7.408992331450458e-05,1m,96516.309003,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,1970-01-01 00:35:12
2113,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,8.649152862164953e-05,8.649152862164953e-05,7.450318276663316e-05,7.450318276663316e-05,1m,14027483.641411,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,1970-01-01 00:35:13
2114,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,8.980490971907516e-05,8.980490971907516e-05,8.649152862164953e-05,8.649152862164953e-05,1m,5819214.009519,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,1970-01-01 00:35:14
2115,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,9.306944869416216e-05,9.326819915866988e-05,8.980490971907516e-05,8.980490971907516e-05,1m,1211339.465113,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,1970-01-01 00:35:15
2116,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,9.26852484300421e-05,9.306944869416216e-05,9.26852484300421e-05,9.306944869416216e-05,1m,728662.889292,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,1970-01-01 00:35:16
2117,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,9.26852484300421e-05,9.26852484300421e-05,9.26852484300421e-05,9.26852484300421e-05,1m,0.0,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,1970-01-01 00:35:17
2118,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,9.093338132249564e-05,9.26852484300421e-05,9.093338132249564e-05,9.26852484300421e-05,1m,2191650.97784,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,1970-01-01 00:35:18
2119,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,9.373417832715563e-05,9.373417832715563e-05,9.093338132249564e-05,9.093338132249564e-05,1m,3985334.804935,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,1970-01-01 00:35:19
2120,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,9.575850432487968e-05,9.575850432487968e-05,9.373417832715563e-05,9.373417832715563e-05,1m,1177791.491775,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,1970-01-01 00:35:20
2121,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,9.592880445413298e-05,9.592880445413298e-05,9.575850432487968e-05,9.575850432487968e-05,1m,179872.861673,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,1970-01-01 00:35:21
2122,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,9.592880445413298e-05,9.592880445413298e-05,9.592880445413298e-05,9.592880445413298e-05,1m,0.0,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,1970-01-01 00:35:22
2123,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.00010789084916817153,0.00010817477751796135,9.592880445413298e-05,9.592880445413298e-05,1m,11042971.449033998,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,1970-01-01 00:35:23
2124,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.0001099451577797567,0.0001099451577797567,0.00010789084916817153,0.00010789084916817153,1m,1440319.6076190001,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,1970-01-01 00:35:24
2125,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.00012082449380601201,0.00012082449380601201,0.0001099451577797567,0.0001099451577797567,1m,7749942.476263001,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,1970-01-01 00:35:25
2126,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.0001257817010367329,0.0001257817010367329,0.00012082449380601201,0.00012082449380601201,1m,4063167.987284,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,1970-01-01 00:35:26
2127,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.0001257817010367329,0.0001257817010367329,0.0001257817010367329,0.0001257817010367329,1m,0.0,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,1970-01-01 00:35:27
2128,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.0001272484698542941,0.0001272484698542941,0.0001257817010367329,0.0001257817010367329,1m,1381575.699759,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,1970-01-01 00:35:28
2129,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.0001285670560093626,0.0001285670560093626,0.0001272484698542941,0.0001272484698542941,1m,203022.198945,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,1970-01-01 00:35:29
2130,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.00012965534091369726,0.00013001080670327768,0.0001285670560093626,0.0001285670560093626,1m,2243551.986081,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,1970-01-01 00:35:30
2131,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.00011441465659438369,0.00012965534091369726,0.00011441465659438369,0.00012965534091369726,1m,9783581.400024999,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,1970-01-01 00:35:31
2132,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.00010818534830562829,0.00011441465659438369,0.00010818534830562829,0.00011441465659438369,1m,3908378.0685669994,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,1970-01-01 00:35:32
2133,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.00010341473376502451,0.00010818534830562829,0.00010341473376502451,0.00010818534830562829,1m,4197990.67081,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,1970-01-01 00:35:33
