Address,Error,liquidityAddedAt,Price,Liquidity,Total Supply,Market Cap,Circulating Supply,Circulating Market Cap
5ULDXfva7noqKU8D2E3fHC7fkgncm6dAHEUfLrDZ3mjE,,2024-10-27 03:05:54,0.0002478795005224808,76968.54175885231,1000000000.0,247879.50052248078,1000000000.0,247879.50052248078
hf8aYwMK2cYv7t4uUhUAqpdwTS3sja2z9RJMQZ2pump,,2024-10-27 02:50:45,0.0019537396059000844,253566.1378772778,999999999.377702,1953739.604684276,999999999.377702,1953739.604684276
G1pKojoCJopPDVMMLUowsyXTaPzKPnBfNWQhraqvpump,,2024-10-27 02:11:37,0.00023838855946702877,56065.96953791517,999999936.278512,238388.54427655504,999999936.278512,238388.54427655504
EZDW15KWEhT5e61LSjAWSkhNKKWAuxBAHqEjw4qahmtj,,2024-10-27 01:45:05,0.0008660064090609911,34601.979846443275,1100000000.0,952607.0499670902,1100000000.0,952607.0499670902
aLaZ7pqNznDjDUw6D15r4VCmogF8cKtYTaKaUGipump,,2024-10-27 01:34:08,0.000628536413131202,83235.87613077398,999985846.047566,628527.5168567075,999985846.047566,628527.5168567075
Dvmw8Nq6SRoxFWP36PWRycuY8NfT7qHHGa7k3wPTbWWD,,2024-10-27 01:02:01,0.00032831414219767027,68106.72288610807,950001707.046966,311898.9955354471,950001707.046966,311898.9955354471
4qe5LzsmEJwr2rusq2Q4tvtEB1wdtpH6CokuCmAKpump,,2024-10-27 01:01:10,0.00034021295379833366,95735.8653446588,999986792.15103,340208.4603170222,999986792.15103,340208.4603170222
HHLT4ZYxyCVMpRn8dve35fqhnxj4KAcG8bEjBMeePn7g,,2024-10-27 00:52:03,3.524285952228573e-05,269982.3945981894,7500000000.0,264321.446417143,7500000000.0,264321.446417143
E6hawBNLniT1S4h26wzvqBQhbCi1B1GvQrc7a21Hpump,,2024-10-27 00:19:44,0.00023873215868721318,54216.938658814746,999990670.477545,238729.931430178,999990670.477545,238729.931430178
DEGRZALfkV1KAPbV82Xb5hjsZYvwS6VAmGG1KSbc3KAv,,2024-10-26 23:27:00,0.0006823077734961511,112264.47835300732,1000000000.0,682307.7734961511,1000000000.0,682307.7734961511
7rRfJ5tdUjFPCWZRyYM7UNnfrpK1dqwzfpMYDknspump,,2024-10-26 23:09:42,0.002133272300861705,175304.29083351337,999999999.343372,2133272.2994609387,999999999.343372,2133272.2994609387
2TobzM4NNpEvyVAEpFC8AkxJGBHz8fFgMksK1gBy5dub,,2024-10-26 21:39:52,0.0010867796851243869,144379.051700143,999999654.97048,1086779.3101533137,999999654.97048,1086779.3101533137
