Address,Error,liquidityAddedAt,Price,Liquidity,Total Supply,Market Cap,Circulating Supply,Circulating Market Cap
k1dDDsWsrsdZiTDaMT8rMfSC8kb2ecbjPTEYSoHpump,,2024-10-27 20:00:06,0.0006891761295684391,89443.37212208284,1000000000.0,689176.1295684391,1000000000.0,689176.1295684391
8r8xXP3eHgn19HYRX9Qe2AzSaSXrWCj6URAmFpvUpump,,2024-10-27 19:55:51,0.00036760630375199353,57549.031090906305,999999694.330502,367606.1913859592,999999694.330502,367606.1913859592
62HLoSVZniVXGiSdqv1NU2xT4H9UfBMvc8g4wsJQSXvx,,2024-10-27 19:52:43,0.0008489053983897437,162158.59155868244,1000000000.0,848905.3983897436,1000000000.0,848905.3983897436
BsD5k5NZPqRyhZZiZfEWHXcnNDa5y3TUU4Wxvhopump,,2024-10-27 18:06:35,0.0006615500562329167,96860.96662460268,1000000000.0,661550.0562329167,1000000000.0,661550.0562329167
