,address,c,h,l,o,type,v,token,timestamp
1019,4zUmw6iTRhREKZLv1p7mLADrMHXG7XZ78h24fpsMmfQc,0.00015320629600945964,0.0002034240861468629,8.482760950646631e-05,8.482760950646631e-05,5m,191012661.93374413,4zUmw6iTRhREKZLv1p7mLADrMHXG7XZ78h24fpsMmfQc,1970-01-01 00:16:59
1020,4zUmw6iTRhREKZLv1p7mLADrMHXG7XZ78h24fpsMmfQc,0.00010185169425141056,0.00015626745153759987,0.00010175241503223598,0.00015320629600945964,5m,89210033.56707695,4zUmw6iTRhREKZLv1p7mLADrMHXG7XZ78h24fpsMmfQc,1970-01-01 00:17:00
1021,4zUmw6iTRhREKZLv1p7mLADrMHXG7XZ78h24fpsMmfQc,9.925529997511328e-05,0.0001182478795728001,8.349278113393297e-05,0.00010185169425141056,5m,143563216.55791104,4zUmw6iTRhREKZLv1p7mLADrMHXG7XZ78h24fpsMmfQc,1970-01-01 00:17:01
1022,4zUmw6iTRhREKZLv1p7mLADrMHXG7XZ78h24fpsMmfQc,9.267666051985915e-05,9.925529997511328e-05,9.167759496118046e-05,9.925529997511328e-05,5m,23333440.233942002,4zUmw6iTRhREKZLv1p7mLADrMHXG7XZ78h24fpsMmfQc,1970-01-01 00:17:02
1023,4zUmw6iTRhREKZLv1p7mLADrMHXG7XZ78h24fpsMmfQc,0.00010552125413077744,0.00010552125413077744,9.267666051985915e-05,9.267666051985915e-05,5m,28141619.172851,4zUmw6iTRhREKZLv1p7mLADrMHXG7XZ78h24fpsMmfQc,1970-01-01 00:17:03
1024,4zUmw6iTRhREKZLv1p7mLADrMHXG7XZ78h24fpsMmfQc,0.0001067359027011018,0.00010889034128481652,0.00010552125413077744,0.00010552125413077744,5m,6181612.435407999,4zUmw6iTRhREKZLv1p7mLADrMHXG7XZ78h24fpsMmfQc,1970-01-01 00:17:04
1025,4zUmw6iTRhREKZLv1p7mLADrMHXG7XZ78h24fpsMmfQc,9.794697424192205e-05,0.00010729305149489842,9.794697424192205e-05,0.0001067359027011018,5m,8797943.593694,4zUmw6iTRhREKZLv1p7mLADrMHXG7XZ78h24fpsMmfQc,1970-01-01 00:17:05
1026,4zUmw6iTRhREKZLv1p7mLADrMHXG7XZ78h24fpsMmfQc,8.357710592714424e-05,9.794697424192205e-05,8.357710592714424e-05,9.794697424192205e-05,5m,19707515.450178,4zUmw6iTRhREKZLv1p7mLADrMHXG7XZ78h24fpsMmfQc,1970-01-01 00:17:06
1027,4zUmw6iTRhREKZLv1p7mLADrMHXG7XZ78h24fpsMmfQc,5.957604645765976e-05,8.357710592714424e-05,5.957604645765976e-05,8.357710592714424e-05,5m,53412652.870811,4zUmw6iTRhREKZLv1p7mLADrMHXG7XZ78h24fpsMmfQc,1970-01-01 00:17:07
1028,4zUmw6iTRhREKZLv1p7mLADrMHXG7XZ78h24fpsMmfQc,4.6050029528360756e-05,5.957604645765976e-05,4.6050029528360756e-05,5.957604645765976e-05,5m,42821061.975498,4zUmw6iTRhREKZLv1p7mLADrMHXG7XZ78h24fpsMmfQc,1970-01-01 00:17:08
1029,4zUmw6iTRhREKZLv1p7mLADrMHXG7XZ78h24fpsMmfQc,4.9804988143285424e-05,4.9804988143285424e-05,4.582774283711733e-05,4.6050029528360756e-05,5m,20659082.374156,4zUmw6iTRhREKZLv1p7mLADrMHXG7XZ78h24fpsMmfQc,1970-01-01 00:17:09
1030,4zUmw6iTRhREKZLv1p7mLADrMHXG7XZ78h24fpsMmfQc,5.456144168475869e-05,5.456144168475869e-05,4.9796073588469434e-05,4.9804988143285424e-05,5m,13508799.690169001,4zUmw6iTRhREKZLv1p7mLADrMHXG7XZ78h24fpsMmfQc,1970-01-01 00:17:10
1031,4zUmw6iTRhREKZLv1p7mLADrMHXG7XZ78h24fpsMmfQc,5.515149254139945e-05,6.0256139638973236e-05,5.456144168475869e-05,5.456144168475869e-05,5m,27842281.136788994,4zUmw6iTRhREKZLv1p7mLADrMHXG7XZ78h24fpsMmfQc,1970-01-01 00:17:11
1032,4zUmw6iTRhREKZLv1p7mLADrMHXG7XZ78h24fpsMmfQc,5.739244557123745e-05,5.739244557123745e-05,5.4766075232419914e-05,5.515149254139945e-05,5m,7850429.184715999,4zUmw6iTRhREKZLv1p7mLADrMHXG7XZ78h24fpsMmfQc,1970-01-01 00:17:12
1033,4zUmw6iTRhREKZLv1p7mLADrMHXG7XZ78h24fpsMmfQc,5.844409682919333e-05,5.844409682919333e-05,5.739244557123745e-05,5.739244557123745e-05,5m,1301928.35203,4zUmw6iTRhREKZLv1p7mLADrMHXG7XZ78h24fpsMmfQc,1970-01-01 00:17:13
1034,4zUmw6iTRhREKZLv1p7mLADrMHXG7XZ78h24fpsMmfQc,5.874503245607149e-05,5.8988521348177227e-05,5.844409682919333e-05,5.844409682919333e-05,5m,1794729.168591,4zUmw6iTRhREKZLv1p7mLADrMHXG7XZ78h24fpsMmfQc,1970-01-01 00:17:14
1035,4zUmw6iTRhREKZLv1p7mLADrMHXG7XZ78h24fpsMmfQc,4.97155072159636e-05,5.874503245607149e-05,4.97155072159636e-05,5.874503245607149e-05,5m,21671871.784787003,4zUmw6iTRhREKZLv1p7mLADrMHXG7XZ78h24fpsMmfQc,1970-01-01 00:17:15
1036,4zUmw6iTRhREKZLv1p7mLADrMHXG7XZ78h24fpsMmfQc,4.937757342277735e-05,4.9792238750553304e-05,4.937757342277735e-05,4.97155072159636e-05,5m,1355823.308022,4zUmw6iTRhREKZLv1p7mLADrMHXG7XZ78h24fpsMmfQc,1970-01-01 00:17:16
1037,4zUmw6iTRhREKZLv1p7mLADrMHXG7XZ78h24fpsMmfQc,5.119592658610104e-05,5.154660733504611e-05,4.910449557309255e-05,4.937757342277735e-05,5m,11524693.406279001,4zUmw6iTRhREKZLv1p7mLADrMHXG7XZ78h24fpsMmfQc,1970-01-01 00:17:17
1038,4zUmw6iTRhREKZLv1p7mLADrMHXG7XZ78h24fpsMmfQc,5.025480379541073e-05,5.119592658610104e-05,5.014071151987129e-05,5.119592658610104e-05,5m,237949.20607200003,4zUmw6iTRhREKZLv1p7mLADrMHXG7XZ78h24fpsMmfQc,1970-01-01 00:17:18
1039,4zUmw6iTRhREKZLv1p7mLADrMHXG7XZ78h24fpsMmfQc,4.983107782935577e-05,5.025480379541073e-05,4.983107782935577e-05,5.025480379541073e-05,5m,76847.932575,4zUmw6iTRhREKZLv1p7mLADrMHXG7XZ78h24fpsMmfQc,1970-01-01 00:17:19
