datetime,o,h,l,c,v,address,type
2024-11-10 10:00:00,0.01699471795683085,0.02158492477405225,0.010347207802164528,0.021364308382980264,1648165.469735999,6BtenWeUrEXca67oYcQ9UeG6QUjY7st2LBCMSQUR66yQ,1H
2024-11-10 11:00:00,0.021364308382980264,0.02445538223206398,0.014138124741876057,0.02425580378149264,2718222.6942089996,6BtenWeUrEXca67oYcQ9UeG6QUjY7st2LBCMSQUR66yQ,1H
2024-11-10 12:00:00,0.02425580378149264,0.024669720829742767,0.023691225469236517,0.02382182434201048,346293.9347760001,6BtenWeUrEXca67oYcQ9UeG6QUjY7st2LBCMSQUR66yQ,1H
2024-11-10 13:00:00,0.02382182434201048,0.023842054749352082,0.02255505427101354,0.022742513892260327,145256.79702399994,6BtenWeUrEXca67oYcQ9UeG6QUjY7st2LBCMSQUR66yQ,1H
2024-11-10 14:00:00,0.022742513892260327,0.022803951976916377,0.022109100871806796,0.022803951976916377,102523.53929699998,6BtenWeUrEXca67oYcQ9UeG6QUjY7st2LBCMSQUR66yQ,1H
2024-11-10 15:00:00,0.022803951976916377,0.026675019266769694,0.022645124146469648,0.02647678058644287,593284.3300630004,6BtenWeUrEXca67oYcQ9UeG6QUjY7st2LBCMSQUR66yQ,1H
2024-11-10 16:00:00,0.02647678058644287,0.026613244185036897,0.025647806863254335,0.025647806863254335,51371.71795500001,6BtenWeUrEXca67oYcQ9UeG6QUjY7st2LBCMSQUR66yQ,1H
2024-11-10 17:00:00,0.025647806863254335,0.02590581166321569,0.02560407806329415,0.02590581166321569,5281.299613,6BtenWeUrEXca67oYcQ9UeG6QUjY7st2LBCMSQUR66yQ,1H
2024-11-10 18:00:00,0.02590581166321569,0.02590581166321569,0.02590581166321569,0.02590581166321569,0.0,6BtenWeUrEXca67oYcQ9UeG6QUjY7st2LBCMSQUR66yQ,1H
2024-11-10 19:00:00,0.02590581166321569,0.02590581166321569,0.025452030791016406,0.025452030791016406,50.0,6BtenWeUrEXca67oYcQ9UeG6QUjY7st2LBCMSQUR66yQ,1H
2024-11-10 20:00:00,0.025452030791016406,0.027340036532053448,0.025230298788804274,0.025979400721363174,1295216.4874770013,6BtenWeUrEXca67oYcQ9UeG6QUjY7st2LBCMSQUR66yQ,1H
2024-11-10 21:00:00,0.025979400721363174,0.02606825902144555,0.008472958872115046,0.008561290083068444,13045879.701938998,6BtenWeUrEXca67oYcQ9UeG6QUjY7st2LBCMSQUR66yQ,1H
2024-11-10 22:00:00,0.008561290083068444,0.010847474023630288,0.0019307134047261212,0.00940558069892637,34124404.22093501,6BtenWeUrEXca67oYcQ9UeG6QUjY7st2LBCMSQUR66yQ,1H
2024-11-10 23:00:00,0.00940558069892637,0.009435266045211499,0.007045787530727848,0.0071441973544937,1213468.220726,6BtenWeUrEXca67oYcQ9UeG6QUjY7st2LBCMSQUR66yQ,1H
2024-11-11 00:00:00,0.0071441973544937,0.007194597938922824,0.007106346818966394,0.007159974933441957,119433.52341999998,6BtenWeUrEXca67oYcQ9UeG6QUjY7st2LBCMSQUR66yQ,1H
2024-11-11 01:00:00,0.007159974933441957,0.007239549802689053,0.007124810310213732,0.00717119983882391,111786.79393099996,6BtenWeUrEXca67oYcQ9UeG6QUjY7st2LBCMSQUR66yQ,1H
2024-11-11 02:00:00,0.00717119983882391,0.007281466603131099,0.00715038912711194,0.007281466603131099,105676.98898099997,6BtenWeUrEXca67oYcQ9UeG6QUjY7st2LBCMSQUR66yQ,1H
2024-11-11 03:00:00,0.007281466603131099,0.007298681618383811,0.007182676380890463,0.007296946283411045,105258.758378,6BtenWeUrEXca67oYcQ9UeG6QUjY7st2LBCMSQUR66yQ,1H
2024-11-11 04:00:00,0.007296946283411045,0.023500809391812788,0.007187651242255215,0.02345548921432068,3180176.7458259985,6BtenWeUrEXca67oYcQ9UeG6QUjY7st2LBCMSQUR66yQ,1H
2024-11-11 05:00:00,0.02345548921432068,0.023482023292355065,0.023074371228911487,0.023330272134912906,60549.64754800001,6BtenWeUrEXca67oYcQ9UeG6QUjY7st2LBCMSQUR66yQ,1H
2024-11-11 06:00:00,0.023330272134912906,0.023913799112334034,0.023294369617331022,0.023913799112334034,54728.248472,6BtenWeUrEXca67oYcQ9UeG6QUjY7st2LBCMSQUR66yQ,1H
2024-11-11 07:00:00,0.023913799112334034,0.024308513844355874,0.023754101501117206,0.02416994004094351,51654.22545399999,6BtenWeUrEXca67oYcQ9UeG6QUjY7st2LBCMSQUR66yQ,1H
2024-11-11 08:00:00,0.02416994004094351,0.024725993583107054,0.02416994004094351,0.024708798010846567,54824.01137300001,6BtenWeUrEXca67oYcQ9UeG6QUjY7st2LBCMSQUR66yQ,1H
2024-11-11 09:00:00,0.024708798010846567,0.025248226420923094,0.02452941846866206,0.025248226420923094,50584.355058,6BtenWeUrEXca67oYcQ9UeG6QUjY7st2LBCMSQUR66yQ,1H
2024-11-11 10:00:00,0.025248226420923094,0.026136255260604604,0.025146552626516723,0.026136255260604604,52398.27225100001,6BtenWeUrEXca67oYcQ9UeG6QUjY7st2LBCMSQUR66yQ,1H
2024-11-11 11:00:00,0.026136255260604604,0.026511757254177985,0.02594441880098045,0.026511757254177985,40996.99205400001,6BtenWeUrEXca67oYcQ9UeG6QUjY7st2LBCMSQUR66yQ,1H
2024-11-11 12:00:00,0.026511757254177985,0.026867717724448004,0.026489111163454458,0.026751817872229078,30609.406672999994,6BtenWeUrEXca67oYcQ9UeG6QUjY7st2LBCMSQUR66yQ,1H
2024-11-11 13:00:00,0.026751817872229078,0.027045968637604705,0.026663748994903546,0.027045968637604705,14241.774663,6BtenWeUrEXca67oYcQ9UeG6QUjY7st2LBCMSQUR66yQ,1H
2024-11-11 14:00:00,0.027045968637604705,0.027589644720396045,0.027045968637604705,0.02747837658639911,8950.977031999999,6BtenWeUrEXca67oYcQ9UeG6QUjY7st2LBCMSQUR66yQ,1H
2024-11-11 15:00:00,0.02747837658639911,0.02747837658639911,0.02747837658639911,0.02747837658639911,0.0,6BtenWeUrEXca67oYcQ9UeG6QUjY7st2LBCMSQUR66yQ,1H
2024-11-11 16:00:00,0.02747837658639911,0.027496923858278167,0.02747837658639911,0.027496923858278167,55.312831,6BtenWeUrEXca67oYcQ9UeG6QUjY7st2LBCMSQUR66yQ,1H
2024-11-11 17:00:00,0.027496923858278167,0.027496923858278167,0.027496923858278167,0.027496923858278167,0.0,6BtenWeUrEXca67oYcQ9UeG6QUjY7st2LBCMSQUR66yQ,1H
2024-11-11 18:00:00,0.027496923858278167,0.027496923858278167,0.027496923858278167,0.027496923858278167,0.0,6BtenWeUrEXca67oYcQ9UeG6QUjY7st2LBCMSQUR66yQ,1H
2024-11-11 19:00:00,0.027496923858278167,0.027496923858278167,0.027496923858278167,0.027496923858278167,0.0,6BtenWeUrEXca67oYcQ9UeG6QUjY7st2LBCMSQUR66yQ,1H
2024-11-11 20:00:00,0.027496923858278167,0.02801130765917133,0.027496923858278167,0.027660917568474334,43628.718497,6BtenWeUrEXca67oYcQ9UeG6QUjY7st2LBCMSQUR66yQ,1H
