datetime,address,h,o,l,c,type,v
2024-09-03 15:30:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012636155714818985,0.00012636155714818985,0.00012636155714818985,0.00012636155714818985,15m,0.0
2024-09-03 15:45:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012636155714818985,0.00012636155714818985,0.00012636155714818985,0.00012636155714818985,15m,0.0
2024-09-03 16:00:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012636155714818985,0.00012636155714818985,0.00012636155714818985,0.00012636155714818985,15m,0.0
2024-09-03 16:15:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012636155714818985,0.00012636155714818985,0.00012636155714818985,0.00012636155714818985,15m,0.0
2024-09-03 16:30:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012636155714818985,0.00012636155714818985,0.00012636155714818985,0.00012636155714818985,15m,0.0
2024-09-03 16:45:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012636155714818985,0.00012636155714818985,0.00012636155714818985,0.00012636155714818985,15m,0.0
2024-09-03 17:00:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012636155714818985,0.00012636155714818985,0.00012636155714818985,0.00012636155714818985,15m,0.0
2024-09-03 17:15:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012636155714818985,0.00012636155714818985,0.00012636155714818985,0.00012636155714818985,15m,0.0
2024-09-03 17:30:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012636155714818985,0.00012636155714818985,0.00012636155714818985,0.00012636155714818985,15m,0.0
2024-09-03 17:45:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012636155714818985,0.00012636155714818985,0.00012636155714818985,0.00012636155714818985,15m,0.0
2024-09-03 18:00:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012636155714818985,0.00012636155714818985,0.00012636155714818985,0.00012636155714818985,15m,0.0
2024-09-03 18:15:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012636155714818985,0.00012636155714818985,0.00012636155714818985,0.00012636155714818985,15m,0.0
2024-09-03 18:30:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012636155714818985,0.00012636155714818985,0.00012636155714818985,0.00012636155714818985,15m,0.0
2024-09-03 18:45:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012636155714818985,0.00012636155714818985,0.00012636155714818985,0.00012636155714818985,15m,0.0
2024-09-03 19:00:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012636155714818985,0.00012636155714818985,0.00012636155714818985,0.00012636155714818985,15m,0.0
2024-09-03 19:15:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012715854351876232,0.00012636155714818985,0.00012636155714818985,0.00012715854351876232,15m,1132743.2420131299
2024-09-03 19:30:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012715854351876232,0.00012715854351876232,0.00012715854351876232,0.00012715854351876232,15m,0.0
2024-09-03 19:45:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012715854351876232,0.00012715854351876232,0.00012715854351876232,0.00012715854351876232,15m,0.0
2024-09-03 20:00:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012715854351876232,0.00012715854351876232,0.00012715854351876232,0.00012715854351876232,15m,0.0
2024-09-03 20:15:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012715854351876232,0.00012715854351876232,0.00012715854351876232,0.00012715854351876232,15m,0.0
2024-09-03 20:30:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012715854351876232,0.00012715854351876232,0.00012715854351876232,0.00012715854351876232,15m,0.0
2024-09-03 20:45:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012715854351876232,0.00012715854351876232,0.00012715854351876232,0.00012715854351876232,15m,0.0
2024-09-03 21:00:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012715854351876232,0.00012715854351876232,0.00012715854351876232,0.00012715854351876232,15m,0.0
2024-09-03 21:15:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012715854351876232,0.00012715854351876232,0.00012715854351876232,0.00012715854351876232,15m,0.0
2024-09-03 21:30:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012715854351876232,0.00012715854351876232,0.00012715854351876232,0.00012715854351876232,15m,0.0
2024-09-03 21:45:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012715854351876232,0.00012715854351876232,0.00012415614854732025,0.0001246235290601113,15m,1427021.1181324823
2024-09-03 22:00:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.0001246235290601113,0.0001246235290601113,0.0001246235290601113,0.0001246235290601113,15m,0.0
2024-09-03 22:15:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.0001246235290601113,0.0001246235290601113,0.0001246235290601113,0.0001246235290601113,15m,0.0
2024-09-03 22:30:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.0001246235290601113,0.0001246235290601113,0.0001246235290601113,0.0001246235290601113,15m,0.0
2024-09-03 22:45:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.0001246235290601113,0.0001246235290601113,0.0001246235290601113,0.0001246235290601113,15m,0.0
2024-09-03 23:00:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.0001246235290601113,0.0001246235290601113,0.0001246235290601113,0.0001246235290601113,15m,0.0
2024-09-03 23:15:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.0001246235290601113,0.0001246235290601113,0.0001246235290601113,0.0001246235290601113,15m,0.0
2024-09-03 23:30:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.0001246235290601113,0.0001246235290601113,0.0001246235290601113,0.0001246235290601113,15m,0.0
2024-09-03 23:45:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.0001246235290601113,0.0001246235290601113,0.0001246235290601113,0.0001246235290601113,15m,0.0
2024-09-04 00:00:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.0001246235290601113,0.0001246235290601113,0.00012216666995560962,0.00012216666995560962,15m,80313.447310293
2024-09-04 00:15:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012216666995560962,0.00012216666995560962,0.00012216666995560962,0.00012216666995560962,15m,0.0
2024-09-04 00:30:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012216666995560962,0.00012216666995560962,0.00012216666995560962,0.00012216666995560962,15m,0.0
2024-09-04 00:45:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012216666995560962,0.00012216666995560962,0.00012216666995560962,0.00012216666995560962,15m,0.0
2024-09-04 01:00:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012216666995560962,0.00012216666995560962,0.00012216666995560962,0.00012216666995560962,15m,0.0
2024-09-04 01:15:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012216666995560962,0.00012216666995560962,0.00011962945785001035,0.00011962945785001035,15m,2894.703515738
2024-09-04 01:30:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,15m,0.0
2024-09-04 01:45:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,15m,0.0
2024-09-04 02:00:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,15m,64385.476738973
2024-09-04 02:15:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,15m,0.0
2024-09-04 02:30:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,15m,0.0
2024-09-04 02:45:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,15m,0.0
2024-09-04 03:00:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,15m,0.0
2024-09-04 03:15:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,15m,0.0
2024-09-04 03:30:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,15m,0.0
2024-09-04 03:45:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,15m,0.0
2024-09-04 04:00:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,15m,0.0
2024-09-04 04:15:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,15m,0.0
2024-09-04 04:30:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,15m,0.0
2024-09-04 04:45:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,15m,0.0
2024-09-04 05:00:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,15m,0.0
2024-09-04 05:15:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,15m,1743.079475759
2024-09-04 05:30:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,15m,0.0
2024-09-04 05:45:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,15m,0.0
2024-09-04 06:00:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,15m,0.0
2024-09-04 06:15:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,15m,0.0
2024-09-04 06:30:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,15m,0.0
2024-09-04 06:45:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,15m,0.0
2024-09-04 07:00:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,15m,0.0
2024-09-04 07:15:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,15m,0.0
2024-09-04 07:30:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,15m,0.0
2024-09-04 07:45:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,0.00011962945785001035,15m,0.0
2024-09-04 08:00:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012442920767475693,0.00011962945785001035,0.00011962945785001035,0.00012442920767475693,15m,368488.6400165
2024-09-04 08:15:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012442920767475693,0.00012442920767475693,0.00012442920767475693,0.00012442920767475693,15m,0.0
2024-09-04 08:30:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012442920767475693,0.00012442920767475693,0.00012442920767475693,0.00012442920767475693,15m,0.0
2024-09-04 08:45:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012442920767475693,0.00012442920767475693,0.00012442920767475693,0.00012442920767475693,15m,0.0
2024-09-04 09:00:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012442920767475693,0.00012442920767475693,0.00012442920767475693,0.00012442920767475693,15m,0.0
2024-09-04 09:15:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012442920767475693,0.00012442920767475693,0.00012360389358862854,0.00012379190158488227,15m,1900551.260905167
2024-09-04 09:30:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012379190158488227,0.00012379190158488227,0.00012379190158488227,0.00012379190158488227,15m,0.0
2024-09-04 09:45:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012379190158488227,0.00012379190158488227,0.00012379190158488227,0.00012379190158488227,15m,0.0
2024-09-04 10:00:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012379190158488227,0.00012379190158488227,0.00012379190158488227,0.00012379190158488227,15m,0.0
2024-09-04 10:15:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012379190158488227,0.00012379190158488227,0.00012379190158488227,0.00012379190158488227,15m,0.0
2024-09-04 10:30:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012379190158488227,0.00012379190158488227,0.00012379190158488227,0.00012379190158488227,15m,0.0
2024-09-04 10:45:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012379190158488227,0.00012379190158488227,0.00012379190158488227,0.00012379190158488227,15m,0.0
2024-09-04 11:00:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012379190158488227,0.00012379190158488227,0.00012379190158488227,0.00012379190158488227,15m,0.0
2024-09-04 11:15:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012379190158488227,0.00012379190158488227,0.00012379190158488227,0.00012379190158488227,15m,0.0
2024-09-04 11:30:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012379190158488227,0.00012379190158488227,0.00012379190158488227,0.00012379190158488227,15m,0.0
2024-09-04 11:45:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012379190158488227,0.00012379190158488227,0.00012379190158488227,0.00012379190158488227,15m,0.0
2024-09-04 12:00:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012379190158488227,0.00012379190158488227,0.00012379190158488227,0.00012379190158488227,15m,0.0
2024-09-04 12:15:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012379190158488227,0.00012379190158488227,0.00012379190158488227,0.00012379190158488227,15m,0.0
2024-09-04 12:30:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012379190158488227,0.00012379190158488227,0.00012379190158488227,0.00012379190158488227,15m,0.0
2024-09-04 12:45:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012379190158488227,0.00012379190158488227,0.00012379190158488227,0.00012379190158488227,15m,0.0
2024-09-04 13:00:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012379190158488227,0.00012379190158488227,0.00012379190158488227,0.00012379190158488227,15m,0.0
2024-09-04 13:15:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012379190158488227,0.00012379190158488227,0.00012379190158488227,0.00012379190158488227,15m,0.0
2024-09-04 13:30:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012379190158488227,0.00012379190158488227,0.00012379190158488227,0.00012379190158488227,15m,0.0
2024-09-04 13:45:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012379190158488227,0.00012379190158488227,0.00012289385885744223,0.00012289385885744223,15m,267046.521542118
2024-09-04 14:00:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012289385885744223,0.00012289385885744223,0.00012289385885744223,0.00012289385885744223,15m,0.0
2024-09-04 14:15:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012289385885744223,0.00012289385885744223,0.00012273731749404339,0.00012273731749404339,15m,364130.54578199
2024-09-04 14:30:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012273731749404339,0.00012273731749404339,0.00012273731749404339,0.00012273731749404339,15m,0.0
2024-09-04 14:45:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012273731749404339,0.00012273731749404339,0.00012273731749404339,0.00012273731749404339,15m,0.0
2024-09-04 15:00:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012273731749404339,0.00012273731749404339,0.00012273731749404339,0.00012273731749404339,15m,0.0
2024-09-04 15:15:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012273731749404339,0.00012273731749404339,0.00012273731749404339,0.00012273731749404339,15m,0.0
2024-09-04 15:30:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012273731749404339,0.00012273731749404339,0.00012273731749404339,0.00012273731749404339,15m,0.0
2024-09-04 15:45:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012273731749404339,0.00012273731749404339,0.00012273731749404339,0.00012273731749404339,15m,0.0
2024-09-04 16:00:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012273731749404339,0.00012273731749404339,0.00012273731749404339,0.00012273731749404339,15m,0.0
2024-09-04 16:15:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012273731749404339,0.00012273731749404339,0.00012273731749404339,0.00012273731749404339,15m,0.0
2024-09-04 16:30:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012724195665408204,0.00012273731749404339,0.00012273731749404339,0.00012724195665408204,15m,559709.41959979
2024-09-04 16:45:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012724195665408204,0.00012724195665408204,0.00012724195665408204,0.00012724195665408204,15m,0.0
2024-09-04 17:00:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012724195665408204,0.00012724195665408204,0.00012724195665408204,0.00012724195665408204,15m,0.0
2024-09-04 17:15:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012724195665408204,0.00012724195665408204,0.00012724195665408204,0.00012724195665408204,15m,0.0
2024-09-04 17:30:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012724195665408204,0.00012724195665408204,0.00012724195665408204,0.00012724195665408204,15m,0.0
2024-09-04 17:45:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012724195665408204,0.00012724195665408204,0.00012724195665408204,0.00012724195665408204,15m,276660.873554754
2024-09-04 18:00:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012724195665408204,0.00012724195665408204,0.00012724195665408204,0.00012724195665408204,15m,0.0
2024-09-04 18:15:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012724195665408204,0.00012724195665408204,0.00012724195665408204,0.00012724195665408204,15m,0.0
2024-09-04 18:30:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012724195665408204,0.00012724195665408204,0.00012534082418981862,0.00012534082418981862,15m,486039.58346963
2024-09-04 18:45:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.00012534082418981862,0.00012534082418981862,0.00012534082418981862,0.00012534082418981862,15m,0.0
2024-09-04 19:00:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.0001257367278578664,0.00012534082418981862,0.00012534082418981862,0.0001257367278578664,15m,267046.521542118
2024-09-04 19:15:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.0001257367278578664,0.0001257367278578664,0.0001257367278578664,0.0001257367278578664,15m,0.0
2024-09-04 19:30:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.0001257367278578664,0.0001257367278578664,0.0001257367278578664,0.0001257367278578664,15m,0.0
2024-09-04 19:45:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.0001257367278578664,0.0001257367278578664,0.0001257367278578664,0.0001257367278578664,15m,0.0
2024-09-04 20:00:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.0001257367278578664,0.0001257367278578664,0.0001257367278578664,0.0001257367278578664,15m,0.0
2024-09-04 20:15:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.0001257367278578664,0.0001257367278578664,0.0001257367278578664,0.0001257367278578664,15m,0.0
2024-09-04 20:30:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.0001257367278578664,0.0001257367278578664,0.0001257367278578664,0.0001257367278578664,15m,0.0
2024-09-04 20:45:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.0001257367278578664,0.0001257367278578664,0.0001257367278578664,0.0001257367278578664,15m,0.0
2024-09-04 21:00:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.0001257367278578664,0.0001257367278578664,0.0001257367278578664,0.0001257367278578664,15m,0.0
2024-09-04 21:15:00,A2GHnfpZvyeZX5Pr63jdMmo9uYbpaaKqHHuPD5xD2n6v,0.0001257367278578664,0.0001257367278578664,0.0001257367278578664,0.0001257367278578664,15m,0.0
